Date,FIPS,County,State,Vaccination_Complete_Pct,Metro_status,Social Vulnerability Index (SVI),SVI Category,lat,long
09/30/2021,30067,Park County,MT,51.0,Non-metro,0.07,Very Low Concern,45.48834444414526,-110.52666170614796
09/30/2021,29205,Shelby County,MO,42.4,Non-metro,0.4,Low Concern,39.7977639992022,-92.07659853130416
09/30/2021,51690,Martinsville city,VA,39.0,Non-metro,0.91,Very High Concern,36.6826522052468,-79.86362136573443
09/30/2021,39005,Ashland County,OH,36.4,Non-metro,0.43,Moderate Concern,40.84601737970759,-82.27068713459808
09/30/2021,40105,Nowata County,OK,34.7,Non-metro,0.59,Moderate Concern,36.79847580576333,-95.61739670051104
09/30/2021,39041,Delaware County,OH,64.6,Metro,0.02,Very Low Concern,40.27839735179244,-83.00487426869742
09/30/2021,22013,Bienville Parish,LA,40.5,Non-metro,0.94,Very High Concern,32.34717072866756,-93.05597977046476
09/30/2021,51133,Northumberland County,VA,51.3,Non-metro,0.12,Very Low Concern,37.88761804408156,-76.41965244800797
09/30/2021,36117,Wayne County,NY,54.6,Metro,0.34,Low Concern,43.15663707675523,-77.02937262436087
09/30/2021,6059,Orange County,CA,61.3,Metro,0.42,Moderate Concern,33.702972184170065,-117.7610700312427
09/30/2021,24009,Calvert County,MD,59.2,Metro,0.05,Very Low Concern,38.54336128225929,-76.56867913014331
09/30/2021,51033,Caroline County,VA,37.4,Metro,0.35,Low Concern,38.02673376823984,-77.34706623801038
09/30/2021,16047,Gooding County,ID,32.9,Non-metro,0.71,High Concern,42.97102592237642,-114.81153827830832
09/30/2021,18105,Monroe County,IN,53.8,Metro,0.45,Moderate Concern,39.160910272184005,-86.52312652398106
09/30/2021,13315,Wilcox County,GA,12.5,Non-metro,0.82,Very High Concern,31.972897241156023,-83.43234537904169
09/30/2021,30013,Cascade County,MT,46.2,Metro,0.41,Moderate Concern,47.30795553602684,-111.3470377702812
09/30/2021,47033,Crockett County,TN,40.0,Metro,0.78,High Concern,35.813534378707494,-89.13950382801559
09/30/2021,51115,Mathews County,VA,53.8,Metro,0.02,Very Low Concern,37.43539057226032,-76.3436480680691
09/30/2021,46055,Haakon County,SD,27.7,Non-metro,0.36,Low Concern,44.29444173056457,-101.53992524704724
09/30/2021,39023,Clark County,OH,45.3,Metro,0.73,High Concern,39.91680908077742,-83.78386034714377
09/30/2021,21005,Anderson County,KY,54.4,Non-metro,0.26,Low Concern,38.00392064963655,-84.99099658225089
09/30/2021,35061,Valencia County,NM,46.2,Metro,0.9,Very High Concern,34.71545947652917,-106.80903378468363
09/30/2021,37199,Yancey County,NC,44.0,Non-metro,0.57,Moderate Concern,35.89894457055494,-82.3076248573456
09/30/2021,17141,Ogle County,IL,46.1,Non-metro,0.29,Low Concern,42.04264690306141,-89.32064357576418
09/30/2021,27027,Clay County,MN,32.9,Metro,0.22,Low Concern,46.89235047355705,-96.49064955433415
09/30/2021,18125,Pike County,IN,51.6,Non-metro,0.17,Very Low Concern,38.398780033004016,-87.23216276062624
09/30/2021,27069,Kittson County,MN,47.1,Non-metro,0.1,Very Low Concern,48.77663057301629,-96.78286650434087
09/30/2021,18043,Floyd County,IN,51.3,Metro,0.17,Very Low Concern,38.31893113704578,-85.90681259382414
09/30/2021,13107,Emanuel County,GA,26.9,Non-metro,0.98,Very High Concern,32.58973973272469,-82.30171316851842
09/30/2021,41057,Tillamook County,OR,58.0,Non-metro,0.66,High Concern,45.46370392677494,-123.71267341567376
09/30/2021,8113,San Miguel County,CO,72.7,Non-metro,0.03,Very Low Concern,38.003765232828215,-108.40572790845548
09/30/2021,51103,Lancaster County,VA,56.4,Non-metro,0.16,Very Low Concern,37.7345336424718,-76.46322992464934
09/30/2021,20137,Norton County,KS,46.3,Non-metro,0.3,Low Concern,39.78438554894026,-99.903485411262
09/30/2021,30083,Richland County,MT,32.2,Non-metro,0.21,Low Concern,47.78788635724674,-104.5614135064545
09/30/2021,39067,Harrison County,OH,37.2,Non-metro,0.52,Moderate Concern,40.29383145692029,-81.09111611801114
09/30/2021,28005,Amite County,MS,33.4,Non-metro,0.82,Very High Concern,31.17442642805414,-90.8044171167643
09/30/2021,36043,Herkimer County,NY,51.4,Metro,0.53,Moderate Concern,43.41970520471288,-74.9625255361898
09/30/2021,29181,Ripley County,MO,24.8,Non-metro,0.71,High Concern,36.65280538873674,-90.8638253400127
09/30/2021,16077,Power County,ID,40.4,Non-metro,0.52,Moderate Concern,42.693644414612734,-112.84066931679524
09/30/2021,45039,Fairfield County,SC,46.8,Metro,0.75,High Concern,34.39509797142269,-81.12123134751363
09/30/2021,13245,Richmond County,GA,31.6,Metro,0.93,Very High Concern,33.359591951593146,-82.07350359720895
09/30/2021,27119,Polk County,MN,34.7,Metro,0.37,Low Concern,47.77386177029907,-96.4018741075894
09/30/2021,53073,Whatcom County,WA,62.9,Metro,0.45,Moderate Concern,48.82590864879129,-121.71989204810522
09/30/2021,22081,Red River Parish,LA,30.8,Non-metro,0.81,Very High Concern,32.09313295492966,-93.33986542407423
09/30/2021,17167,Sangamon County,IL,54.5,Metro,0.44,Moderate Concern,39.75816618198051,-89.65887689980788
09/30/2021,47009,Blount County,TN,45.1,Metro,0.25,Low Concern,35.68721821485272,-83.92551693756884
09/30/2021,12011,Broward County,FL,60.9,Metro,0.58,Moderate Concern,26.15232237918104,-80.48712563481989
09/30/2021,25027,Worcester County,MA,59.7,Metro,0.41,Moderate Concern,42.35142184415481,-71.90774264600631
09/30/2021,4001,Apache County,AZ,70.8,Non-metro,0.99,Very High Concern,35.39552646734953,-109.48882230843972
09/30/2021,16063,Lincoln County,ID,31.5,Non-metro,0.56,Moderate Concern,43.00237269629252,-114.13827390348872
09/30/2021,8095,Phillips County,CO,43.8,Non-metro,0.3,Low Concern,40.59397331723272,-102.35760124500776
09/30/2021,2090,Fairbanks North Star Borough,AK,45.9,Metro,0.34,Low Concern,64.80776532872335,-146.56541139175178
09/30/2021,5073,Lafayette County,AR,33.9,Non-metro,0.79,High Concern,33.24094545145252,-93.60705581045154
09/30/2021,22111,Union Parish,LA,39.7,Metro,0.81,Very High Concern,32.831844700923725,-92.37479320480212
09/30/2021,1121,Talladega County,AL,31.4,Non-metro,0.87,Very High Concern,33.38007938419927,-86.16588537343468
09/30/2021,4023,Santa Cruz County,AZ,88.6,Non-metro,0.93,Very High Concern,31.526025213071254,-110.84658768144403
09/30/2021,37037,Chatham County,NC,49.4,Metro,0.38,Low Concern,35.70257379227618,-79.25528760750436
09/30/2021,47121,Meigs County,TN,58.5,Non-metro,0.49,Moderate Concern,35.51282188817101,-84.81339167653267
09/30/2021,51001,Accomack County,VA,60.9,Non-metro,0.8,Very High Concern,37.76426023209735,-75.63327003791117
09/30/2021,18131,Pulaski County,IN,40.3,Non-metro,0.23,Low Concern,41.04185367747528,-86.69879738685349
09/30/2021,38037,Grant County,ND,18.1,Non-metro,0.07,Very Low Concern,46.35828749360277,-101.63971383633763
09/30/2021,5111,Poinsett County,AR,37.4,Metro,0.83,Very High Concern,35.574014785872826,-90.6629767541616
09/30/2021,19135,Monroe County,IA,40.9,Non-metro,0.25,Low Concern,41.02979568679779,-92.86900423184778
09/30/2021,50015,Lamoille County,VT,53.4,Non-metro,0.13,Very Low Concern,44.60574115034146,-72.64140294845757
09/30/2021,51595,Emporia city,VA,32.2,Non-metro,0.96,Very High Concern,36.6953440180471,-77.53558946564446
09/30/2021,6013,Contra Costa County,CA,69.2,Metro,0.41,Moderate Concern,37.91912233692718,-121.92778819106958
09/30/2021,45033,Dillon County,SC,37.8,Non-metro,0.97,Very High Concern,34.39149489308276,-79.37892526567698
09/30/2021,12023,Columbia County,FL,36.5,Non-metro,0.86,Very High Concern,30.22424804587699,-82.6215392879257
09/30/2021,29101,Johnson County,MO,34.0,Non-metro,0.35,Low Concern,38.74405968958984,-93.80641474251073
09/30/2021,41029,Jackson County,OR,50.6,Metro,0.74,High Concern,42.43219220981444,-122.72849855992874
09/30/2021,26011,Arenac County,MI,44.8,Non-metro,0.51,Moderate Concern,44.0646548706771,-83.89403739327561
09/30/2021,56021,Laramie County,WY,45.5,Metro,0.27,Low Concern,41.30694427358085,-104.68949193051846
09/30/2021,55137,Waushara County,WI,39.0,Non-metro,0.37,Low Concern,44.11312967517223,-89.24289699047547
09/30/2021,8021,Conejos County,CO,41.3,Non-metro,0.93,Very High Concern,37.20071264341812,-106.1916103166688
09/30/2021,42033,Clearfield County,PA,44.9,Non-metro,0.61,High Concern,41.00016621982116,-78.47414042921318
09/30/2021,18155,Switzerland County,IN,27.6,Non-metro,0.63,High Concern,38.82619748042333,-85.03700185185556
09/30/2021,13227,Pickens County,GA,13.3,Metro,0.28,Low Concern,34.46432655915882,-84.46555468723135
09/30/2021,21061,Edmonson County,KY,33.1,Metro,0.64,High Concern,37.20879862721897,-86.23842222167913
09/30/2021,13071,Colquitt County,GA,19.1,Non-metro,0.98,Very High Concern,31.188376864146942,-83.76879848979921
09/30/2021,22053,Jefferson Davis Parish,LA,31.2,Non-metro,0.81,Very High Concern,30.267702963521565,-92.81412241395238
09/30/2021,29019,Boone County,MO,54.0,Metro,0.29,Low Concern,38.99061664479628,-92.3096750113052
09/30/2021,55063,La Crosse County,WI,60.1,Metro,0.21,Low Concern,43.90657567582268,-91.1152154016196
09/30/2021,13047,Catoosa County,GA,16.0,Metro,0.13,Very Low Concern,34.90362889994557,-85.1382495470056
09/30/2021,5051,Garland County,AR,39.2,Metro,0.83,Very High Concern,34.57666777754009,-93.15041074296992
09/30/2021,13099,Early County,GA,18.1,Non-metro,0.92,Very High Concern,31.322828065272223,-84.9036560198351
09/30/2021,22061,Lincoln Parish,LA,36.7,Non-metro,0.85,Very High Concern,32.60161626031195,-92.66483582632878
09/30/2021,29107,Lafayette County,MO,40.0,Metro,0.39,Low Concern,39.065554203834246,-93.7855032069516
09/30/2021,19089,Howard County,IA,46.1,Non-metro,0.16,Very Low Concern,43.35675952948708,-92.31720101184602
09/30/2021,31051,Dixon County,NE,37.8,Metro,0.38,Low Concern,42.4932126530821,-96.86775695385565
09/30/2021,39013,Belmont County,OH,40.4,Metro,0.36,Low Concern,40.01583732316737,-80.98846128518684
09/30/2021,37173,Swain County,NC,45.6,Non-metro,0.78,High Concern,35.48675460995758,-83.49278243023264
09/30/2021,13013,Barrow County,GA,18.0,Metro,0.42,Moderate Concern,33.99318851194388,-83.71273176520245
09/30/2021,55011,Buffalo County,WI,44.5,Non-metro,0.06,Very Low Concern,44.37983087215831,-91.75445479681224
09/30/2021,40015,Caddo County,OK,54.6,Non-metro,0.95,Very High Concern,35.17438242690788,-98.37514046680816
09/30/2021,30021,Dawson County,MT,33.2,Non-metro,0.08,Very Low Concern,47.26638273499499,-104.8994978101652
09/30/2021,55119,Taylor County,WI,30.9,Non-metro,0.2,Low Concern,45.211593450821454,-90.50123901028836
09/30/2021,5105,Perry County,AR,45.7,Metro,0.64,High Concern,34.94736989254756,-92.93144274100722
09/30/2021,49035,Salt Lake County,UT,56.5,Metro,0.32,Low Concern,40.66732280126721,-111.92360050559093
09/30/2021,32033,White Pine County,NV,45.2,Non-metro,0.37,Low Concern,39.442104310398406,-114.90154514702304
09/30/2021,22101,St. Mary Parish,LA,38.5,Non-metro,0.92,Very High Concern,29.704657230058707,-91.44315054449582
09/30/2021,55141,Wood County,WI,53.5,Non-metro,0.15,Very Low Concern,44.455336607943565,-90.04156868779889
09/30/2021,5131,Sebastian County,AR,42.0,Metro,0.83,Very High Concern,35.199660327844946,-94.27417847062952
09/30/2021,37195,Wilson County,NC,43.3,Non-metro,0.94,Very High Concern,35.70514620035894,-77.91866574431376
09/30/2021,51101,King William County,VA,46.1,Metro,0.04,Very Low Concern,37.7066094018178,-77.0885564111526
09/30/2021,41023,Grant County,OR,40.4,Non-metro,0.55,Moderate Concern,44.49156164077548,-119.00731479480216
09/30/2021,39037,Darke County,OH,33.9,Non-metro,0.13,Very Low Concern,40.13326864651459,-84.61940476303981
09/30/2021,1133,Winston County,AL,18.8,Non-metro,0.7,High Concern,34.149199476400526,-87.37366306792178
09/30/2021,21095,Harlan County,KY,38.1,Non-metro,0.88,Very High Concern,36.85694550915255,-83.21799385909364
09/30/2021,13151,Henry County,GA,19.5,Metro,0.31,Low Concern,33.453002479672215,-84.15420611600409
09/30/2021,20131,Nemaha County,KS,47.4,Non-metro,0.1,Very Low Concern,39.78341152357889,-96.0140804799972
09/30/2021,12109,St. Johns County,FL,61.5,Metro,0.08,Very Low Concern,29.901641120442296,-81.44066458471889
09/30/2021,36005,Bronx County,NY,56.2,Metro,0.99,Very High Concern,40.85002315803155,-73.8659828715644
09/30/2021,28119,Quitman County,MS,42.9,Non-metro,0.95,Very High Concern,34.25139532462742,-90.28909958218333
09/30/2021,37191,Wayne County,NC,42.0,Metro,0.95,Very High Concern,35.363964397077844,-78.00399646647885
09/30/2021,54079,Putnam County,WV,16.8,Metro,0.04,Very Low Concern,38.50861836799542,-81.90899114146242
09/30/2021,16019,Bonneville County,ID,39.8,Metro,0.36,Low Concern,43.38773727219922,-111.61479126751084
09/30/2021,54007,Braxton County,WV,12.2,Non-metro,0.66,High Concern,38.69985460218355,-80.71925218802424
09/30/2021,38011,Bowman County,ND,33.2,Non-metro,0.18,Very Low Concern,46.1126238417601,-103.52070014751476
09/30/2021,21161,Mason County,KY,46.1,Non-metro,0.67,High Concern,38.59518639387623,-83.82408709096578
09/30/2021,21105,Hickman County,KY,31.7,Non-metro,0.57,Moderate Concern,36.678129569697646,-88.9761445546238
09/30/2021,17183,Vermilion County,IL,32.6,Metro,0.81,Very High Concern,40.183416435897776,-87.7328147124891
09/30/2021,36053,Madison County,NY,54.2,Metro,0.17,Very Low Concern,42.912765911247554,-75.66964862787577
09/30/2021,46109,Roberts County,SD,49.2,Non-metro,0.72,High Concern,45.62956820845965,-96.94609796409708
09/30/2021,29123,Madison County,MO,32.8,Non-metro,0.48,Moderate Concern,37.47804673496675,-90.34502139066149
09/30/2021,29089,Howard County,MO,38.4,Non-metro,0.4,Moderate Concern,39.14250043944092,-92.69627275237794
09/30/2021,19071,Fremont County,IA,45.4,Non-metro,0.06,Very Low Concern,40.74556962436599,-95.60467613777904
09/30/2021,16045,Gem County,ID,32.4,Metro,0.66,High Concern,44.06154619190838,-116.39751661550372
09/30/2021,5083,Logan County,AR,40.3,Non-metro,0.8,Very High Concern,35.21527067849378,-93.71634187499376
09/30/2021,19007,Appanoose County,IA,41.1,Non-metro,0.38,Low Concern,40.7431700905196,-92.8686187703517
09/30/2021,12097,Osceola County,FL,60.7,Metro,0.82,Very High Concern,28.062685620772758,-81.14947487580018
09/30/2021,54077,Preston County,WV,31.9,Metro,0.57,Moderate Concern,39.46932615166728,-79.66816176510684
09/30/2021,42047,Elk County,PA,51.1,Non-metro,0.12,Very Low Concern,41.425238176934805,-78.64914533777447
09/30/2021,6055,Napa County,CA,66.3,Metro,0.51,Moderate Concern,38.50648544729432,-122.330518115176
09/30/2021,23013,Knox County,ME,73.5,Non-metro,0.15,Very Low Concern,44.14104239320979,-69.16856930882149
09/30/2021,55021,Columbia County,WI,58.8,Metro,0.12,Very Low Concern,43.4666355066907,-89.33373880855484
09/30/2021,47123,Monroe County,TN,37.1,Non-metro,0.65,High Concern,35.44265530400897,-84.25274182730449
09/30/2021,47125,Montgomery County,TN,47.4,Metro,0.52,Moderate Concern,36.49688793081359,-87.38281328262084
09/30/2021,5109,Pike County,AR,36.7,Non-metro,0.71,High Concern,34.163521770981134,-93.65632702389284
09/30/2021,29161,Phelps County,MO,38.2,Non-metro,0.66,High Concern,37.877166731402376,-91.79233714515854
09/30/2021,20167,Russell County,KS,37.6,Non-metro,0.24,Low Concern,38.91480564225413,-98.76238718952273
09/30/2021,20153,Rawlins County,KS,37.4,Non-metro,0.14,Very Low Concern,39.78518765694615,-101.07585048736064
09/30/2021,27157,Wabasha County,MN,62.4,Metro,0.06,Very Low Concern,44.284293928664745,-92.23027086288216
09/30/2021,27031,Cook County,MN,71.0,Non-metro,0.2,Low Concern,47.90256750887125,-90.53463545723352
09/30/2021,40005,Atoka County,OK,30.1,Non-metro,0.81,Very High Concern,34.373729054340906,-96.037824297971
09/30/2021,40125,Pottawatomie County,OK,40.5,Non-metro,0.78,High Concern,35.20669943933506,-96.9483369197377
09/30/2021,5009,Boone County,AR,32.0,Non-metro,0.44,Moderate Concern,36.30859114677833,-93.09153441501978
09/30/2021,13243,Randolph County,GA,15.8,Non-metro,0.97,Very High Concern,31.76265514822153,-84.7541886427644
09/30/2021,27001,Aitkin County,MN,52.8,Non-metro,0.31,Low Concern,46.60822844382264,-93.41542609209836
09/30/2021,30009,Carbon County,MT,42.5,Metro,0.04,Very Low Concern,45.227386991883314,-109.0280600660154
09/30/2021,51089,Henry County,VA,36.2,Non-metro,0.89,Very High Concern,36.68277305748036,-79.87395941347785
09/30/2021,26067,Ionia County,MI,39.7,Non-metro,0.48,Moderate Concern,42.94509622175848,-85.07460483933049
09/30/2021,44007,Providence County,RI,60.5,Metro,0.76,High Concern,41.87214104296169,-71.57999402630495
09/30/2021,18065,Henry County,IN,46.4,Non-metro,0.38,Low Concern,39.93106319830469,-85.39642519959389
09/30/2021,8023,Costilla County,CO,53.6,Non-metro,0.94,Very High Concern,37.27812432039779,-105.42823538375184
09/30/2021,30035,Glacier County,MT,69.6,Non-metro,0.86,Very High Concern,48.70513799788921,-112.994736310289
09/30/2021,55093,Pierce County,WI,38.8,Metro,0.08,Very Low Concern,44.71963001026696,-92.4224126956286
09/30/2021,26127,Oceana County,MI,45.9,Non-metro,0.86,Very High Concern,43.6409336429488,-86.26757844064224
09/30/2021,39145,Scioto County,OH,42.1,Non-metro,0.83,Very High Concern,38.80399918082426,-82.99282759277435
09/30/2021,28061,Jasper County,MS,41.9,Non-metro,0.77,High Concern,32.01912853370288,-89.1188367207382
09/30/2021,31113,Logan County,NE,17.8,Non-metro,0.11,Very Low Concern,41.56650349884408,-100.48284317543796
09/30/2021,49033,Rich County,UT,39.1,Non-metro,0.2,Very Low Concern,41.63225554779118,-111.2444728275204
09/30/2021,18039,Elkhart County,IN,37.3,Metro,0.77,High Concern,41.59739348654994,-85.85873470418164
09/30/2021,31055,Douglas County,NE,56.5,Metro,0.47,Moderate Concern,41.29534195940786,-96.15428468773784
09/30/2021,27025,Chisago County,MN,48.8,Metro,0.06,Very Low Concern,45.50246011376292,-92.9083313684216
09/30/2021,29225,Webster County,MO,38.0,Metro,0.64,High Concern,37.28089891009568,-92.87588214603504
09/30/2021,31111,Lincoln County,NE,26.5,Non-metro,0.37,Low Concern,41.04774160681442,-100.74529606162204
09/30/2021,41053,Polk County,OR,55.4,Metro,0.58,Moderate Concern,44.90353634440175,-123.41321718720438
09/30/2021,6009,Calaveras County,CA,51.7,Non-metro,0.23,Low Concern,38.20459548169672,-120.55412801084056
09/30/2021,30103,Treasure County,MT,40.7,Non-metro,0.06,Very Low Concern,46.211453485541,-107.27163081484724
09/30/2021,28123,Scott County,MS,42.5,Non-metro,0.99,Very High Concern,32.406385450648344,-89.53763030730657
09/30/2021,21117,Kenton County,KY,60.9,Metro,0.34,Low Concern,38.93339565485879,-84.53331131636233
09/30/2021,50003,Bennington County,VT,37.4,Non-metro,0.29,Low Concern,43.035427938398506,-73.09296955605637
09/30/2021,29061,Daviess County,MO,27.9,Non-metro,0.47,Moderate Concern,39.96076035341057,-93.98549167944816
09/30/2021,49021,Iron County,UT,35.8,Non-metro,0.45,Moderate Concern,37.859177219462445,-113.28950850894024
09/30/2021,40093,Major County,OK,42.3,Non-metro,0.32,Low Concern,36.311643587830815,-98.53595650341204
09/30/2021,41003,Benton County,OR,67.2,Metro,0.35,Low Concern,44.49178903677026,-123.4292805504696
09/30/2021,19143,Osceola County,IA,40.9,Non-metro,0.26,Low Concern,43.3785791193673,-95.6236673233205
09/30/2021,53077,Yakima County,WA,50.9,Metro,0.93,Very High Concern,46.45706868078073,-120.73845626087387
09/30/2021,47179,Washington County,TN,51.3,Metro,0.46,Moderate Concern,36.293285599430405,-82.4974284961119
09/30/2021,12111,St. Lucie County,FL,49.9,Metro,0.72,High Concern,27.377256464055723,-80.47202647272215
09/30/2021,30105,Valley County,MT,38.3,Non-metro,0.12,Very Low Concern,48.365265073656296,-106.66746130014916
09/30/2021,55117,Sheboygan County,WI,53.6,Metro,0.22,Low Concern,43.72117335143764,-87.94536569366878
09/30/2021,55139,Winnebago County,WI,53.2,Metro,0.16,Very Low Concern,44.06888991370729,-88.64464869291888
09/30/2021,13105,Elbert County,GA,17.8,Non-metro,0.83,Very High Concern,34.11679503971489,-82.84014598002615
09/30/2021,31073,Gosper County,NE,34.1,Non-metro,0.01,Very Low Concern,40.51481873658771,-99.83070272142194
09/30/2021,13015,Bartow County,GA,14.7,Metro,0.59,Moderate Concern,34.23786492659281,-84.84049136346613
09/30/2021,21239,Woodford County,KY,66.6,Metro,0.2,Low Concern,38.04238650871746,-84.74360193801228
09/30/2021,21055,Crittenden County,KY,34.2,Non-metro,0.48,Moderate Concern,37.35272341005486,-88.09719712944563
09/30/2021,17111,McHenry County,IL,52.2,Metro,0.07,Very Low Concern,42.32442428494423,-88.45233584119063
09/30/2021,1027,Clay County,AL,35.6,Non-metro,0.56,Moderate Concern,33.26902359843214,-85.8605790173855
09/30/2021,42025,Carbon County,PA,55.7,Metro,0.3,Low Concern,40.9181743670077,-75.70881656376683
09/30/2021,41007,Clatsop County,OR,58.0,Non-metro,0.52,Moderate Concern,45.99510198283262,-123.65583566714965
09/30/2021,12087,Monroe County,FL,67.4,Non-metro,0.46,Moderate Concern,25.31561829914492,-81.11063629941314
09/30/2021,42067,Juniata County,PA,38.3,Non-metro,0.45,Moderate Concern,40.5310531006431,-77.40217995838626
09/30/2021,2230,Skagway Municipality,AK,66.2,Non-metro,0.17,Very Low Concern,59.56296555756638,-135.33625689690177
09/30/2021,29177,Ray County,MO,34.4,Metro,0.26,Low Concern,39.35238643970485,-93.98992327930148
09/30/2021,13147,Hart County,GA,25.4,Non-metro,0.72,High Concern,34.350834817028144,-82.96422076152128
09/30/2021,10001,Kent County,DE,45.6,Metro,0.73,High Concern,39.086168928232766,-75.56842231599367
09/30/2021,31093,Howard County,NE,37.9,Metro,0.08,Very Low Concern,41.22004845981357,-98.5171094376379
09/30/2021,27019,Carver County,MN,55.9,Metro,0.01,Very Low Concern,44.82079018253496,-93.8025986702554
09/30/2021,47175,Van Buren County,TN,48.6,Non-metro,0.6,High Concern,35.695970991211944,-85.45263162650677
09/30/2021,51077,Grayson County,VA,36.9,Non-metro,0.65,High Concern,36.65655451019596,-81.22477509975226
09/30/2021,51069,Frederick County,VA,43.3,Metro,0.18,Very Low Concern,39.20457787690036,-78.26254727311455
09/30/2021,12133,Washington County,FL,27.6,Non-metro,0.89,Very High Concern,30.61060117393221,-85.6653326437579
09/30/2021,41005,Clackamas County,OR,60.1,Metro,0.19,Very Low Concern,45.1880330447842,-122.22086363938504
09/30/2021,5065,Izard County,AR,32.5,Non-metro,0.57,Moderate Concern,36.09487010035818,-91.91340553189517
09/30/2021,19001,Adair County,IA,43.8,Non-metro,0.05,Very Low Concern,41.33074048993052,-94.4709664054588
09/30/2021,41055,Sherman County,OR,50.0,Non-metro,0.14,Very Low Concern,45.40523760671292,-120.68936342390404
09/30/2021,20059,Franklin County,KS,43.7,Non-metro,0.21,Low Concern,38.56453052754611,-95.28594746656036
09/30/2021,29189,St. Louis County,MO,54.3,Metro,0.26,Low Concern,38.64053524186288,-90.44334713686663
09/30/2021,13037,Calhoun County,GA,18.8,Non-metro,0.98,Very High Concern,31.529222291905548,-84.62453274545412
09/30/2021,22085,Sabine Parish,LA,31.1,Non-metro,0.83,Very High Concern,31.56400056386607,-93.55459812197542
09/30/2021,16013,Blaine County,ID,66.5,Non-metro,0.32,Low Concern,43.41194442285568,-113.9801748029922
09/30/2021,31107,Knox County,NE,43.7,Non-metro,0.33,Low Concern,42.63681867109078,-97.89190471016444
09/30/2021,42081,Lycoming County,PA,46.9,Metro,0.42,Moderate Concern,41.34340180097511,-77.06453110314436
09/30/2021,16009,Benewah County,ID,41.1,Non-metro,0.73,High Concern,47.21755258065864,-116.65870892318664
09/30/2021,31023,Butler County,NE,44.9,Non-metro,0.12,Very Low Concern,41.22607638175164,-97.13175614429235
09/30/2021,28087,Lowndes County,MS,43.3,Non-metro,0.8,High Concern,33.47294136688903,-88.44331637013336
09/30/2021,18037,Dubois County,IN,50.5,Non-metro,0.21,Low Concern,38.36427303649641,-86.87981142676438
09/30/2021,17061,Greene County,IL,35.9,Non-metro,0.2,Very Low Concern,39.35621702657206,-90.39046153076008
09/30/2021,26041,Delta County,MI,54.6,Non-metro,0.35,Low Concern,45.91911878044002,-86.92422759920863
09/30/2021,36089,St. Lawrence County,NY,53.4,Non-metro,0.75,High Concern,44.496395152284606,-75.06908179337911
09/30/2021,36037,Genesee County,NY,52.4,Non-metro,0.19,Very Low Concern,43.00093172032094,-78.19375273874314
09/30/2021,47089,Jefferson County,TN,43.0,Metro,0.56,Moderate Concern,36.0509808444008,-83.44630108983523
09/30/2021,27003,Anoka County,MN,49.3,Metro,0.14,Very Low Concern,45.27325655172094,-93.24647728347088
09/30/2021,33003,Carroll County,NH,63.1,Non-metro,0.06,Very Low Concern,43.87381081161628,-71.20309837460371
09/30/2021,18059,Hancock County,IN,60.3,Metro,0.02,Very Low Concern,39.82355246329077,-85.77325851837486
09/30/2021,51027,Buchanan County,VA,41.3,Non-metro,0.75,High Concern,37.26660954262053,-82.03601380986254
09/30/2021,39149,Shelby County,OH,31.3,Non-metro,0.19,Very Low Concern,40.331554275270406,-84.20475870996812
09/30/2021,19183,Washington County,IA,50.7,Metro,0.22,Low Concern,41.33560631507609,-91.71785985029967
09/30/2021,24043,Washington County,MD,50.3,Metro,0.61,High Concern,39.60360671439958,-77.81395284237897
09/30/2021,13113,Fayette County,GA,32.6,Metro,0.06,Very Low Concern,33.4139533236953,-84.49418416217284
09/30/2021,18007,Benton County,IN,37.7,Metro,0.33,Low Concern,40.60625371339157,-87.31093166056296
09/30/2021,31101,Keith County,NE,31.5,Non-metro,0.23,Low Concern,41.19883824121414,-101.66128214457484
09/30/2021,32017,Lincoln County,NV,32.5,Non-metro,0.42,Moderate Concern,37.64332831003535,-114.87754031834122
09/30/2021,6061,Placer County,CA,57.4,Metro,0.15,Very Low Concern,39.06345956799667,-120.71755875765687
09/30/2021,13119,Franklin County,GA,12.8,Non-metro,0.85,Very High Concern,34.375440172659985,-83.22915634034976
09/30/2021,49007,Carbon County,UT,39.5,Non-metro,0.56,Moderate Concern,39.64811524275076,-110.58873886723582
09/30/2021,36101,Steuben County,NY,51.3,Non-metro,0.47,Moderate Concern,42.26780886058141,-77.3837932352066
09/30/2021,6069,San Benito County,CA,53.5,Metro,0.52,Moderate Concern,36.60569063230486,-121.0749692523152
09/30/2021,45079,Richland County,SC,51.6,Metro,0.63,High Concern,34.02184955483959,-80.90309595107837
09/30/2021,47039,Decatur County,TN,32.6,Non-metro,0.51,Moderate Concern,35.603048094796534,-88.10879294007117
09/30/2021,12057,Hillsborough County,FL,51.7,Metro,0.67,High Concern,27.92907665378289,-82.30919543087629
09/30/2021,19185,Wayne County,IA,37.1,Non-metro,0.46,Moderate Concern,40.73949992523778,-93.32736004849912
09/30/2021,1123,Tallapoosa County,AL,33.7,Non-metro,0.89,Very High Concern,32.862350624195244,-85.79750899281659
09/30/2021,17137,Morgan County,IL,44.0,Non-metro,0.5,Moderate Concern,39.715556136367766,-90.20146645851752
09/30/2021,13081,Crisp County,GA,17.0,Non-metro,0.99,Very High Concern,31.9229115334244,-83.76805458478232
09/30/2021,39091,Logan County,OH,36.7,Non-metro,0.32,Low Concern,40.38846052936831,-83.76584791416757
