Date,fips,covid_vaccine_rate
10/03/2021,48457,0.0
10/03/2021,48439,0.0
10/03/2021,31039,46.1
10/03/2021,26123,37.3
10/03/2021,05101,28.9
10/03/2021,29107,40.1
10/03/2021,53031,70.2
10/03/2021,51161,47.2
10/03/2021,49023,29.4
10/03/2021,31029,27.6
10/03/2021,17127,31.1
10/03/2021,28005,33.7
10/03/2021,31049,29.1
10/03/2021,01013,33.8
10/03/2021,21087,37.5
10/03/2021,15003,0.0
10/03/2021,38045,43.5
10/03/2021,20121,41.7
10/03/2021,21117,61.4
10/03/2021,41011,50.6
10/03/2021,17019,53.3
10/03/2021,32033,45.7
10/03/2021,36097,55.9
10/03/2021,47163,48.9
10/03/2021,21157,47.8
10/03/2021,56021,45.6
10/03/2021,28089,56.1
10/03/2021,48505,0.0
10/03/2021,53045,51.5
10/03/2021,26041,54.8
10/03/2021,54091,4.3
10/03/2021,51710,45.5
10/03/2021,31157,34.8
10/03/2021,17115,42.4
10/03/2021,48059,0.0
10/03/2021,48113,0.0
10/03/2021,17163,49.1
10/03/2021,35015,34.2
10/03/2021,06027,0.0
10/03/2021,48121,0.0
10/03/2021,51035,30.7
10/03/2021,18077,50.4
10/03/2021,16045,32.6
10/03/2021,72141,63.8
10/03/2021,46079,37.4
10/03/2021,29205,42.5
10/03/2021,12011,61.0
10/03/2021,19119,36.3
10/03/2021,28079,40.2
10/03/2021,26047,64.6
10/03/2021,50009,34.0
10/03/2021,05141,38.1
10/03/2021,29035,28.9
10/03/2021,31063,23.5
10/03/2021,48137,0.0
10/03/2021,42091,60.2
10/03/2021,29047,45.9
10/03/2021,20169,42.9
10/03/2021,39023,45.5
10/03/2021,01123,33.8
10/03/2021,12119,73.8
10/03/2021,13003,16.0
10/03/2021,20185,39.2
10/03/2021,27131,55.4
10/03/2021,47055,32.9
10/03/2021,72023,63.6
10/03/2021,48389,0.0
10/03/2021,30011,26.6
10/03/2021,19141,45.3
10/03/2021,47031,38.5
10/03/2021,08003,48.2
10/03/2021,17169,49.2
10/03/2021,21131,44.8
10/03/2021,47007,29.3
10/03/2021,31169,41.4
10/03/2021,26017,50.1
10/03/2021,27117,47.1
10/03/2021,36043,51.6
10/03/2021,72119,60.4
10/03/2021,48341,0.0
10/03/2021,30083,32.3
10/03/2021,34021,59.7
10/03/2021,05003,43.5
10/03/2021,48049,0.0
10/03/2021,29195,41.5
10/03/2021,31067,37.2
10/03/2021,12101,50.6
10/03/2021,40015,55.1
10/03/2021,47167,32.9
10/03/2021,37119,52.3
10/03/2021,39089,47.9
10/03/2021,01003,42.7
10/03/2021,19151,47.4
10/03/2021,18109,48.1
10/03/2021,08121,25.9
10/03/2021,21057,37.8
10/03/2021,35007,39.5
10/03/2021,47075,43.4
10/03/2021,48181,0.0
10/03/2021,72049,90.1
10/03/2021,55087,55.8
10/03/2021,39051,46.0
10/03/2021,30017,37.2
10/03/2021,39031,33.9
10/03/2021,31027,36.8
10/03/2021,20049,29.4
10/03/2021,39131,37.4
10/03/2021,51085,54.4
10/03/2021,28011,50.9
10/03/2021,05029,47.4
10/03/2021,37037,49.6
10/03/2021,46135,55.7
10/03/2021,55105,60.3
10/03/2021,02050,56.2
10/03/2021,18157,51.8
10/03/2021,38053,17.7
10/03/2021,55107,36.1
10/03/2021,48363,0.0
10/03/2021,36027,60.7
10/03/2021,40049,41.1
10/03/2021,20099,43.6
10/03/2021,72091,68.5
10/03/2021,13015,15.0
10/03/2021,17053,46.0
10/03/2021,31107,43.8
10/03/2021,54079,16.8
10/03/2021,20181,38.4
10/03/2021,53055,73.3
10/03/2021,24037,57.3
10/03/2021,19177,37.1
10/03/2021,27073,51.6
10/03/2021,12031,52.1
10/03/2021,31105,31.3
10/03/2021,48323,0.0
10/03/2021,55063,60.3
10/03/2021,17177,50.7
10/03/2021,48431,0.0
10/03/2021,51830,38.6
10/03/2021,48345,0.0
10/03/2021,30093,54.8
10/03/2021,01105,41.8
10/03/2021,12035,56.2
10/03/2021,21119,41.6
10/03/2021,51630,37.7
10/03/2021,48315,0.0
10/03/2021,49015,37.0
10/03/2021,38087,9.3
10/03/2021,28157,55.6
10/03/2021,12107,34.8
10/03/2021,19051,32.5
10/03/2021,36111,63.4
10/03/2021,36077,54.3
10/03/2021,31031,29.7
10/03/2021,56009,27.6
10/03/2021,29057,39.4
10/03/2021,18053,37.5
10/03/2021,48117,0.0
10/03/2021,15007,0.0
10/03/2021,36051,52.8
10/03/2021,47043,40.3
10/03/2021,45005,49.3
10/03/2021,08011,22.0
10/03/2021,28009,43.2
10/03/2021,25009,63.7
10/03/2021,17131,48.1
10/03/2021,17089,51.6
10/03/2021,13241,25.5
10/03/2021,12073,49.8
10/03/2021,72011,66.7
10/03/2021,08103,33.4
10/03/2021,29085,34.8
10/03/2021,55049,61.9
10/03/2021,55085,58.9
10/03/2021,28073,51.4
10/03/2021,46071,35.8
10/03/2021,51109,40.1
10/03/2021,13253,15.8
10/03/2021,22053,31.5
10/03/2021,08051,60.7
10/03/2021,21071,49.5
10/03/2021,27159,42.2
10/03/2021,28133,45.6
10/03/2021,29113,34.1
10/03/2021,53075,40.1
10/03/2021,16007,37.8
10/03/2021,26115,49.0
10/03/2021,18129,42.8
10/03/2021,37139,42.0
10/03/2021,37111,41.8
10/03/2021,47137,38.7
10/03/2021,48179,0.0
10/03/2021,05139,40.9
10/03/2021,39079,39.8
10/03/2021,38025,20.0
10/03/2021,38017,50.1
10/03/2021,51595,32.3
10/03/2021,27089,38.4
10/03/2021,39007,45.5
10/03/2021,51095,50.5
10/03/2021,36017,53.9
10/03/2021,48077,0.0
10/03/2021,47115,37.7
10/03/2021,05149,42.0
10/03/2021,39035,56.1
10/03/2021,21133,46.0
10/03/2021,17157,39.2
10/03/2021,29157,34.7
10/03/2021,39021,39.2
10/03/2021,30033,17.2
10/03/2021,19137,49.9
10/03/2021,55045,56.9
10/03/2021,06065,49.0
10/03/2021,21197,46.8
10/03/2021,53051,34.3
10/03/2021,51678,38.7
10/03/2021,51007,33.6
10/03/2021,36041,77.7
10/03/2021,17091,40.6
10/03/2021,19049,57.2
10/03/2021,31045,33.4
10/03/2021,45081,26.5
10/03/2021,31033,37.4
10/03/2021,53071,54.9
10/03/2021,40017,49.0
10/03/2021,31005,16.6
10/03/2021,31007,24.7
10/03/2021,47107,33.8
10/03/2021,13097,26.7
10/03/2021,48283,0.0
10/03/2021,21205,45.6
10/03/2021,37065,39.8
10/03/2021,12059,25.4
10/03/2021,12047,31.6
10/03/2021,51003,58.6
10/03/2021,48277,0.0
10/03/2021,46037,47.7
10/03/2021,42113,43.7
10/03/2021,34035,65.6
10/03/2021,40073,39.0
10/03/2021,05023,39.1
10/03/2021,51810,50.5
10/03/2021,21223,40.2
10/03/2021,09013,59.9
10/03/2021,72071,62.5
10/03/2021,39107,33.7
10/03/2021,40125,40.8
10/03/2021,26157,39.2
10/03/2021,30111,44.6
10/03/2021,42077,63.8
10/03/2021,42031,40.3
10/03/2021,51141,35.4
10/03/2021,48001,0.0
10/03/2021,17023,37.3
10/03/2021,05117,37.4
10/03/2021,29129,30.7
10/03/2021,27009,34.0
10/03/2021,26121,47.1
10/03/2021,49049,43.3
10/03/2021,16053,33.3
10/03/2021,31165,21.9
10/03/2021,08033,36.6
10/03/2021,45061,35.5
10/03/2021,48381,0.0
10/03/2021,48407,0.0
10/03/2021,18107,41.0
10/03/2021,38065,21.8
10/03/2021,48071,0.0
10/03/2021,05143,46.3
10/03/2021,22085,31.4
10/03/2021,48225,0.0
10/03/2021,28025,40.0
10/03/2021,37173,46.0
10/03/2021,26153,45.1
10/03/2021,54065,5.5
10/03/2021,08053,51.6
10/03/2021,20133,22.8
10/03/2021,33003,63.2
10/03/2021,30045,33.8
10/03/2021,17195,46.9
10/03/2021,26019,58.3
10/03/2021,48385,0.0
10/03/2021,31083,36.3
10/03/2021,40149,33.2
10/03/2021,05133,37.2
10/03/2021,30005,70.2
10/03/2021,48217,0.0
10/03/2021,01005,35.7
10/03/2021,20027,50.2
10/03/2021,13239,11.0
10/03/2021,01033,42.0
10/03/2021,27169,52.6
10/03/2021,28137,37.1
10/03/2021,48483,0.0
10/03/2021,33001,55.4
10/03/2021,18103,36.4
10/03/2021,26099,49.9
10/03/2021,37181,40.4
10/03/2021,47087,28.9
10/03/2021,13223,18.8
10/03/2021,13289,11.5
10/03/2021,48453,0.0
10/03/2021,55123,49.1
10/03/2021,28117,37.7
10/03/2021,20073,44.1
10/03/2021,13053,99.9
10/03/2021,38021,47.2
10/03/2021,20195,35.6
10/03/2021,29093,33.2
10/03/2021,54057,33.3
10/03/2021,29043,40.7
10/03/2021,17051,26.7
10/03/2021,36015,51.5
10/03/2021,20123,48.5
10/03/2021,21041,43.6
10/03/2021,16023,37.0
10/03/2021,38101,39.7
10/03/2021,22031,35.5
10/03/2021,12055,44.6
10/03/2021,13295,21.8
10/03/2021,29117,38.8
10/03/2021,19145,47.0
10/03/2021,28111,31.3
10/03/2021,48193,0.0
10/03/2021,27043,49.6
10/03/2021,45017,33.5
10/03/2021,31095,48.9
10/03/2021,26061,45.1
10/03/2021,31071,26.5
10/03/2021,13013,18.2
10/03/2021,16013,66.8
10/03/2021,47095,28.7
10/03/2021,01093,31.4
10/03/2021,12021,62.2
10/03/2021,49035,56.7
10/03/2021,51027,41.5
10/03/2021,30055,16.2
10/03/2021,19105,53.0
10/03/2021,17055,35.7
10/03/2021,21235,38.3
10/03/2021,46121,45.2
10/03/2021,23015,71.2
10/03/2021,17049,37.9
10/03/2021,12091,48.4
10/03/2021,16021,28.5
10/03/2021,18075,34.1
10/03/2021,08075,31.9
10/03/2021,38029,29.3
10/03/2021,19127,56.3
10/03/2021,47117,35.9
10/03/2021,37017,31.6
10/03/2021,47017,40.6
10/03/2021,72139,43.7
10/03/2021,39077,41.5
10/03/2021,48019,0.0
10/03/2021,47085,33.8
10/03/2021,24015,50.5
10/03/2021,27033,48.1
10/03/2021,18039,37.4
10/03/2021,35003,30.1
10/03/2021,72079,68.2
10/03/2021,05129,34.8
10/03/2021,12121,33.0
10/03/2021,72039,71.9
10/03/2021,50027,44.3
10/03/2021,29001,39.5
10/03/2021,48309,0.0
10/03/2021,30085,50.9
10/03/2021,13151,19.7
10/03/2021,41019,47.4
10/03/2021,47133,30.7
10/03/2021,19015,57.2
10/03/2021,19111,45.0
10/03/2021,19065,48.8
10/03/2021,48105,0.0
10/03/2021,29163,33.7
10/03/2021,37113,35.5
10/03/2021,48455,0.0
10/03/2021,29007,32.8
10/03/2021,48173,0.0
10/03/2021,29187,37.3
10/03/2021,54051,10.6
10/03/2021,51520,59.2
10/03/2021,33011,55.6
10/03/2021,42093,69.6
10/03/2021,13311,10.3
10/03/2021,46102,55.6
10/03/2021,48489,0.0
10/03/2021,26077,53.0
10/03/2021,21081,45.7
10/03/2021,72013,99.9
10/03/2021,48251,0.0
10/03/2021,50005,31.8
10/03/2021,10001,45.8
10/03/2021,48391,0.0
10/03/2021,17133,50.7
10/03/2021,48159,0.0
10/03/2021,48171,0.0
10/03/2021,18071,46.9
10/03/2021,13061,32.0
10/03/2021,19185,37.3
10/03/2021,48161,0.0
10/03/2021,13009,12.9
10/03/2021,48239,0.0
10/03/2021,20177,53.2
10/03/2021,17003,25.2
10/03/2021,41045,38.9
10/03/2021,39143,46.5
10/03/2021,49051,49.1
10/03/2021,26039,43.6
10/03/2021,21187,33.7
10/03/2021,26129,39.2
10/03/2021,45037,50.9
10/03/2021,21003,36.8
10/03/2021,48261,0.0
10/03/2021,36033,56.1
10/03/2021,72151,64.3
10/03/2021,22103,49.9
10/03/2021,06087,68.4
10/03/2021,19107,41.6
10/03/2021,09005,68.0
10/03/2021,27067,44.7
10/03/2021,22095,50.2
10/03/2021,30059,44.7
10/03/2021,41051,69.7
10/03/2021,37179,46.1
10/03/2021,72103,54.4
10/03/2021,19187,50.9
10/03/2021,40043,22.9
10/03/2021,46019,28.7
10/03/2021,46005,36.6
10/03/2021,40021,38.9
10/03/2021,42005,52.0
10/03/2021,48065,0.0
10/03/2021,55077,47.5
10/03/2021,48131,0.0
10/03/2021,22123,36.4
10/03/2021,39169,39.5
10/03/2021,39067,37.4
10/03/2021,47165,40.7
10/03/2021,48317,0.0
10/03/2021,51157,48.4
10/03/2021,51600,55.8
10/03/2021,36029,60.5
10/03/2021,37107,44.7
10/03/2021,18137,42.3
10/03/2021,26079,41.8
10/03/2021,37133,46.2
10/03/2021,48227,0.0
10/03/2021,37031,38.9
10/03/2021,39113,48.7
10/03/2021,16081,51.8
10/03/2021,47143,36.8
10/03/2021,38081,53.1
10/03/2021,04025,39.6
10/03/2021,05005,41.8
10/03/2021,37189,47.5
10/03/2021,22045,39.7
10/03/2021,56043,34.9
10/03/2021,30061,47.6
10/03/2021,46045,31.6
10/03/2021,66010,55.7
10/03/2021,51173,42.5
10/03/2021,49033,39.1
10/03/2021,47035,41.4
10/03/2021,55041,52.0
10/03/2021,06085,74.2
10/03/2021,22047,48.4
10/03/2021,48397,0.0
10/03/2021,25019,1.3
10/03/2021,53009,60.4
10/03/2021,12013,30.6
10/03/2021,13301,16.1
10/03/2021,22097,35.6
10/03/2021,31151,44.1
10/03/2021,08117,74.8
10/03/2021,19157,52.0
10/03/2021,39105,37.7
10/03/2021,48115,0.0
10/03/2021,17001,44.7
10/03/2021,17165,38.8
10/03/2021,48259,0.0
10/03/2021,19189,46.7
10/03/2021,78030,0.0
10/03/2021,29083,39.7
10/03/2021,16009,41.5
10/03/2021,38103,38.3
10/03/2021,27075,59.0
10/03/2021,55081,45.9
10/03/2021,30015,26.7
10/03/2021,32510,56.5
10/03/2021,27137,57.5
10/03/2021,18017,39.4
10/03/2021,20079,39.9
10/03/2021,54021,39.9
10/03/2021,56019,36.7
10/03/2021,48203,0.0
10/03/2021,19171,55.3
10/03/2021,31089,36.9
10/03/2021,28075,44.0
10/03/2021,36049,45.4
10/03/2021,06069,53.8
10/03/2021,37003,38.2
10/03/2021,29133,37.2
10/03/2021,29161,38.4
10/03/2021,48197,0.0
10/03/2021,13091,10.0
10/03/2021,39153,55.1
10/03/2021,02068,45.6
10/03/2021,21123,40.9
10/03/2021,45091,39.8
10/03/2021,46099,52.3
10/03/2021,54019,26.3
10/03/2021,20039,35.4
10/03/2021,54099,30.0
10/03/2021,29067,21.2
10/03/2021,36087,54.8
10/03/2021,34025,59.3
10/03/2021,47183,31.9
10/03/2021,47005,37.9
10/03/2021,39137,42.5
10/03/2021,20055,35.8
10/03/2021,25015,58.0
10/03/2021,51113,48.7
10/03/2021,13201,20.4
10/03/2021,30049,51.9
10/03/2021,36119,68.3
10/03/2021,48201,0.0
10/03/2021,56017,41.8
10/03/2021,20061,56.1
10/03/2021,19011,51.4
10/03/2021,17201,46.1
10/03/2021,13133,38.8
10/03/2021,13101,13.9
10/03/2021,05061,45.7
10/03/2021,08019,43.5
10/03/2021,40143,52.6
10/03/2021,12001,58.5
10/03/2021,20057,35.8
10/03/2021,09015,56.1
10/03/2021,36063,58.2
10/03/2021,54025,34.0
10/03/2021,48367,0.0
10/03/2021,37069,42.0
10/03/2021,42013,44.9
10/03/2021,40089,29.3
10/03/2021,21163,37.1
10/03/2021,46109,49.7
10/03/2021,21107,45.9
10/03/2021,13229,23.6
10/03/2021,20069,38.1
10/03/2021,28113,42.5
10/03/2021,51800,43.9
10/03/2021,48379,0.0
10/03/2021,24033,61.0
10/03/2021,19067,47.8
10/03/2021,37141,43.3
10/03/2021,27171,45.8
10/03/2021,01051,37.0
10/03/2021,26139,49.6
10/03/2021,29015,42.4
10/03/2021,36103,64.9
10/03/2021,05119,49.5
10/03/2021,34009,65.1
10/03/2021,48091,0.0
10/03/2021,29135,32.2
10/03/2021,45071,45.8
10/03/2021,50021,60.8
10/03/2021,19053,36.3
10/03/2021,33017,54.8
10/03/2021,16067,31.3
10/03/2021,55015,49.3
10/03/2021,72051,66.3
10/03/2021,27077,49.4
10/03/2021,53017,52.8
10/03/2021,05089,31.0
10/03/2021,55103,52.3
10/03/2021,22025,35.0
10/03/2021,06023,56.8
10/03/2021,18033,38.3
10/03/2021,13185,25.3
10/03/2021,47161,35.4
10/03/2021,30087,66.7
10/03/2021,54047,22.5
10/03/2021,48487,0.0
10/03/2021,51580,33.6
10/03/2021,29115,41.0
10/03/2021,37087,49.6
10/03/2021,40123,44.8
10/03/2021,21011,47.8
10/03/2021,51063,36.1
10/03/2021,06001,69.7
10/03/2021,26087,40.6
10/03/2021,27025,49.0
10/03/2021,48119,0.0
10/03/2021,20183,40.4
10/03/2021,45045,46.9
10/03/2021,06035,30.9
10/03/2021,17147,48.2
10/03/2021,17171,36.2
10/03/2021,39027,40.9
10/03/2021,26033,61.7
10/03/2021,38095,41.8
10/03/2021,47105,55.7
10/03/2021,45055,49.3
10/03/2021,18009,40.6
10/03/2021,48003,0.0
10/03/2021,42051,51.7
10/03/2021,13177,16.7
10/03/2021,19069,47.5
10/03/2021,12086,72.5
10/03/2021,05053,39.9
10/03/2021,01045,44.9
10/03/2021,20171,40.9
10/03/2021,18149,32.6
10/03/2021,31043,53.8
10/03/2021,51019,40.5
10/03/2021,40035,45.5
10/03/2021,55031,37.6
10/03/2021,04012,40.7
10/03/2021,55055,50.3
10/03/2021,72015,64.0
10/03/2021,39087,37.9
10/03/2021,55133,61.5
10/03/2021,36123,46.6
10/03/2021,40041,31.6
10/03/2021,47023,30.7
10/03/2021,48339,0.0
10/03/2021,27115,41.4
10/03/2021,47125,47.5
10/03/2021,47129,43.6
10/03/2021,02090,46.3
10/03/2021,40077,29.3
10/03/2021,40095,37.5
10/03/2021,01081,33.7
10/03/2021,21147,36.4
10/03/2021,06113,59.2
10/03/2021,16017,35.9
10/03/2021,13265,19.3
10/03/2021,23029,62.1
10/03/2021,55001,50.0
10/03/2021,22011,28.3
10/03/2021,18105,53.8
10/03/2021,72029,64.7
10/03/2021,47157,44.5
10/03/2021,46023,42.0
10/03/2021,39127,35.0
10/03/2021,72009,78.9
10/03/2021,37071,40.5
10/03/2021,29207,34.5
10/03/2021,38015,41.0
10/03/2021,51770,39.1
10/03/2021,54085,19.1
10/03/2021,48107,0.0
10/03/2021,27069,47.3
10/03/2021,28141,33.6
10/03/2021,72113,73.9
10/03/2021,13135,29.6
10/03/2021,13275,22.8
10/03/2021,02220,68.1
10/03/2021,21045,30.7
10/03/2021,12009,55.9
10/03/2021,05051,39.4
10/03/2021,40093,42.6
10/03/2021,40113,29.3
10/03/2021,28151,41.8
10/03/2021,29119,26.4
10/03/2021,28077,47.9
10/03/2021,27105,50.6
10/03/2021,18091,50.1
10/03/2021,19159,46.1
10/03/2021,36089,53.6
10/03/2021,51149,51.0
10/03/2021,51750,34.3
10/03/2021,13059,22.1
10/03/2021,72133,62.2
10/03/2021,45011,45.7
10/03/2021,55003,60.8
10/03/2021,17191,34.5
10/03/2021,12129,39.2
10/03/2021,21171,39.7
10/03/2021,22005,43.6
10/03/2021,37177,40.2
10/03/2021,17105,37.7
10/03/2021,37155,34.1
10/03/2021,23007,55.8
10/03/2021,37067,52.0
10/03/2021,51033,37.4
10/03/2021,37159,36.9
10/03/2021,31139,33.6
10/03/2021,08123,51.2
10/03/2021,18115,67.5
10/03/2021,47113,47.2
10/03/2021,37073,40.9
10/03/2021,20203,44.1
10/03/2021,05135,33.8
10/03/2021,40029,34.8
10/03/2021,37061,35.4
10/03/2021,37001,49.3
10/03/2021,51065,55.6
10/03/2021,06029,42.2
10/03/2021,45033,38.1
10/03/2021,54087,5.2
10/03/2021,28081,38.3
10/03/2021,41059,46.9
10/03/2021,31117,11.7
10/03/2021,46009,44.9
10/03/2021,47141,43.9
10/03/2021,09003,66.2
10/03/2021,06003,0.0
10/03/2021,53035,55.8
10/03/2021,19165,53.5
10/03/2021,13037,19.3
10/03/2021,17197,52.9
10/03/2021,29173,25.5
10/03/2021,29071,48.5
10/03/2021,17129,48.7
10/03/2021,37077,50.2
10/03/2021,18021,49.9
10/03/2021,47009,45.2
10/03/2021,13035,12.7
10/03/2021,26141,53.3
10/03/2021,39013,40.6
10/03/2021,46051,38.7
10/03/2021,21053,33.9
10/03/2021,13021,22.5
10/03/2021,48063,0.0
10/03/2021,21001,34.3
10/03/2021,19099,51.7
10/03/2021,19035,47.9
10/03/2021,05079,30.5
10/03/2021,38031,47.9
10/03/2021,02060,90.0
10/03/2021,39003,37.3
10/03/2021,19087,47.7
10/03/2021,53023,33.1
10/03/2021,42065,44.2
10/03/2021,27003,49.4
10/03/2021,26043,59.0
10/03/2021,05113,29.9
10/03/2021,39065,32.7
10/03/2021,53053,53.7
10/03/2021,22071,59.8
10/03/2021,55053,43.9
10/03/2021,37059,48.2
10/03/2021,45087,35.1
10/03/2021,37047,36.6
10/03/2021,34017,64.8
10/03/2021,37023,40.4
10/03/2021,05115,43.4
10/03/2021,05001,49.1
10/03/2021,31173,55.5
10/03/2021,06047,40.8
10/03/2021,13171,12.6
10/03/2021,16071,34.1
10/03/2021,48281,0.0
10/03/2021,48371,0.0
10/03/2021,26053,55.9
10/03/2021,22111,39.9
10/03/2021,21189,39.4
10/03/2021,72149,77.9
10/03/2021,55033,43.1
10/03/2021,16055,36.9
10/03/2021,32007,33.8
10/03/2021,72107,69.9
10/03/2021,48325,0.0
10/03/2021,21111,59.3
10/03/2021,19131,44.2
10/03/2021,42007,47.4
10/03/2021,31175,28.6
10/03/2021,27123,60.6
10/03/2021,20173,43.3
10/03/2021,13233,12.9
10/03/2021,51121,42.2
10/03/2021,13217,16.4
10/03/2021,27143,40.3
10/03/2021,13303,13.7
10/03/2021,49011,53.7
10/03/2021,13155,13.5
10/03/2021,54105,5.8
10/03/2021,21083,38.9
10/03/2021,51143,37.7
10/03/2021,36037,52.6
10/03/2021,13273,23.6
10/03/2021,36113,69.0
10/03/2021,20059,44.0
10/03/2021,42067,38.5
10/03/2021,48409,0.0
10/03/2021,40099,39.4
10/03/2021,72035,71.7
10/03/2021,48361,0.0
10/03/2021,50011,31.8
10/03/2021,39053,38.8
10/03/2021,48055,0.0
10/03/2021,22035,38.9
10/03/2021,29017,29.3
10/03/2021,38061,32.8
10/03/2021,55115,46.4
10/03/2021,12117,54.0
10/03/2021,26149,38.6
10/03/2021,39173,54.4
10/03/2021,38089,30.5
10/03/2021,49037,49.6
10/03/2021,20075,32.9
10/03/2021,18067,42.1
10/03/2021,16057,47.7
10/03/2021,10005,58.1
10/03/2021,26021,48.2
10/03/2021,13279,19.2
10/03/2021,39175,42.0
10/03/2021,31001,36.8
10/03/2021,29073,46.7
10/03/2021,51660,37.3
10/03/2021,32023,39.9
10/03/2021,38069,41.2
10/03/2021,50015,53.5
10/03/2021,51530,36.7
10/03/2021,31159,44.4
10/03/2021,08031,65.2
10/03/2021,18037,50.8
10/03/2021,20197,41.5
10/03/2021,48027,0.0
10/03/2021,20091,63.8
10/03/2021,26101,51.7
10/03/2021,41005,60.4
10/03/2021,48313,0.0
10/03/2021,26069,48.8
10/03/2021,54013,12.4
10/03/2021,48351,0.0
10/03/2021,19123,38.5
10/03/2021,01059,37.7
10/03/2021,05107,42.4
10/03/2021,31103,25.8
10/03/2021,42017,62.8
10/03/2021,13001,12.9
10/03/2021,54101,30.7
10/03/2021,19155,49.8
10/03/2021,12029,29.9
10/03/2021,08059,67.9
10/03/2021,51175,34.8
10/03/2021,48009,0.0
10/03/2021,12127,52.7
10/03/2021,08014,70.3
10/03/2021,21059,49.5
10/03/2021,53067,56.6
10/03/2021,30057,39.7
10/03/2021,39029,42.9
10/03/2021,21027,37.9
10/03/2021,06025,67.4
10/03/2021,20135,45.2
10/03/2021,54007,12.2
10/03/2021,36109,70.2
10/03/2021,02188,49.6
10/03/2021,28145,34.3
10/03/2021,31125,26.0
10/03/2021,48297,0.0
10/03/2021,28095,44.3
10/03/2021,55101,52.2
10/03/2021,48333,0.0
10/03/2021,21017,51.1
10/03/2021,34001,56.6
10/03/2021,51119,56.4
10/03/2021,13117,21.6
10/03/2021,26107,35.1
10/03/2021,31181,34.6
10/03/2021,40063,39.2
10/03/2021,24005,62.6
10/03/2021,13129,14.2
10/03/2021,48195,0.0
10/03/2021,17153,32.0
10/03/2021,42041,60.4
10/03/2021,13287,20.2
10/03/2021,16047,33.2
10/03/2021,28021,46.1
10/03/2021,05069,35.7
10/03/2021,47033,40.3
10/03/2021,17151,26.8
10/03/2021,39063,44.7
10/03/2021,12061,59.0
10/03/2021,01011,43.1
10/03/2021,24011,50.6
10/03/2021,41053,55.9
10/03/2021,02164,50.3
10/03/2021,45021,28.4
10/03/2021,17095,46.3
10/03/2021,39025,49.6
10/03/2021,01085,41.0
10/03/2021,42027,53.6
10/03/2021,47025,38.2
10/03/2021,40115,33.0
10/03/2021,28161,57.4
10/03/2021,48185,0.0
10/03/2021,26045,48.7
10/03/2021,44007,60.8
10/03/2021,28103,48.4
10/03/2021,22077,48.9
10/03/2021,31101,31.6
10/03/2021,36059,69.1
10/03/2021,05127,40.2
10/03/2021,36039,54.8
10/03/2021,12123,34.2
10/03/2021,39129,43.8
10/03/2021,28039,33.8
10/03/2021,46125,35.6
10/03/2021,47135,33.9
10/03/2021,21185,53.8
10/03/2021,51059,67.8
10/03/2021,38027,47.2
10/03/2021,29029,40.3
10/03/2021,06075,73.6
10/03/2021,19143,40.9
10/03/2021,25025,63.2
10/03/2021,41013,44.5
10/03/2021,48289,0.0
10/03/2021,56007,38.0
10/03/2021,13043,18.2
10/03/2021,54003,30.2
10/03/2021,05025,46.1
10/03/2021,26117,35.6
10/03/2021,27139,58.5
10/03/2021,20005,38.9
10/03/2021,40061,35.3
10/03/2021,41003,67.4
10/03/2021,47057,42.5
10/03/2021,47037,55.2
10/03/2021,21073,69.3
10/03/2021,46029,39.1
10/03/2021,24003,66.9
10/03/2021,18073,41.2
10/03/2021,34033,46.7
10/03/2021,30009,42.5
10/03/2021,38077,45.1
10/03/2021,48355,0.0
10/03/2021,55059,51.6
10/03/2021,13065,30.2
10/03/2021,13277,19.9
10/03/2021,48287,0.0
10/03/2021,36069,60.7
10/03/2021,16039,36.3
10/03/2021,21181,46.7
10/03/2021,42061,45.0
10/03/2021,06063,0.0
10/03/2021,45083,37.2
10/03/2021,46053,37.3
10/03/2021,26057,38.8
10/03/2021,39019,38.4
10/03/2021,55017,50.2
10/03/2021,21177,44.6
10/03/2021,28153,32.9
10/03/2021,06101,49.4
10/03/2021,01037,35.0
10/03/2021,40087,41.9
10/03/2021,46127,43.7
10/03/2021,31143,36.3
10/03/2021,33005,55.8
10/03/2021,27013,52.7
10/03/2021,72145,70.2
10/03/2021,46087,40.3
10/03/2021,31127,44.4
10/03/2021,41067,66.3
10/03/2021,13081,17.2
10/03/2021,51005,37.2
10/03/2021,06077,49.8
10/03/2021,55113,52.2
10/03/2021,48435,0.0
10/03/2021,55109,42.9
10/03/2021,27091,48.4
10/03/2021,48257,0.0
10/03/2021,36035,47.4
10/03/2021,29185,30.5
10/03/2021,28097,48.6
10/03/2021,29045,26.7
10/03/2021,31145,32.2
10/03/2021,13247,16.7
10/03/2021,51820,42.1
10/03/2021,47149,44.6
10/03/2021,30095,37.1
10/03/2021,48421,0.0
10/03/2021,30097,35.9
10/03/2021,44009,69.5
10/03/2021,30003,66.4
10/03/2021,12037,42.5
10/03/2021,47177,34.2
10/03/2021,42009,33.6
10/03/2021,31057,33.2
10/03/2021,04015,35.4
10/03/2021,48191,0.0
10/03/2021,51197,34.4
10/03/2021,48087,0.0
10/03/2021,30081,43.1
10/03/2021,51147,30.4
10/03/2021,40145,40.4
10/03/2021,32003,47.8
10/03/2021,48243,0.0
10/03/2021,12099,58.1
10/03/2021,55025,72.8
10/03/2021,55131,50.8
10/03/2021,30047,49.5
10/03/2021,35057,37.9
