Date,fips,covid_vaccine_rate
10/03/2021,17101,29.5
10/03/2021,27037,58.9
10/03/2021,45007,34.9
10/03/2021,17013,46.6
10/03/2021,48221,0.0
10/03/2021,51177,41.6
10/03/2021,35049,62.2
10/03/2021,20187,42.9
10/03/2021,28159,42.4
10/03/2021,18121,35.8
10/03/2021,13119,13.0
10/03/2021,12125,31.6
10/03/2021,08079,70.0
10/03/2021,32005,46.6
10/03/2021,34003,67.4
10/03/2021,38035,48.5
10/03/2021,23003,60.1
10/03/2021,49003,39.0
10/03/2021,48069,0.0
10/03/2021,25017,69.2
10/03/2021,42097,53.4
10/03/2021,06041,77.0
10/03/2021,06011,49.8
10/03/2021,51185,36.9
10/03/2021,13191,34.0
10/03/2021,21179,51.9
10/03/2021,29229,32.2
10/03/2021,08025,18.6
10/03/2021,17143,50.8
10/03/2021,41001,64.8
10/03/2021,51125,52.2
10/03/2021,54089,17.5
10/03/2021,29203,27.1
10/03/2021,48503,0.0
10/03/2021,20175,38.0
10/03/2021,19017,53.4
10/03/2021,13205,19.4
10/03/2021,18141,52.1
10/03/2021,13031,25.0
10/03/2021,48329,0.0
10/03/2021,19081,44.4
10/03/2021,53027,50.4
10/03/2021,27113,44.4
10/03/2021,19043,43.6
10/03/2021,46027,55.6
10/03/2021,18019,54.0
10/03/2021,05027,40.7
10/03/2021,29183,53.6
10/03/2021,37191,42.3
10/03/2021,40051,32.6
10/03/2021,20047,41.7
10/03/2021,39163,34.4
10/03/2021,46101,40.1
10/03/2021,55011,44.7
10/03/2021,39149,31.4
10/03/2021,28099,33.9
10/03/2021,35037,32.2
10/03/2021,51081,33.3
10/03/2021,18165,41.4
10/03/2021,42001,48.1
10/03/2021,51510,55.6
10/03/2021,48041,0.0
10/03/2021,27011,57.3
10/03/2021,56041,39.3
10/03/2021,46067,38.4
10/03/2021,51036,46.5
10/03/2021,39041,64.8
10/03/2021,21139,43.1
10/03/2021,18161,43.4
10/03/2021,30019,35.9
10/03/2021,42035,38.6
10/03/2021,24023,43.3
10/03/2021,35019,32.0
10/03/2021,26097,65.8
10/03/2021,13315,12.8
10/03/2021,39161,37.7
10/03/2021,21063,29.8
10/03/2021,48235,0.0
10/03/2021,54031,23.9
10/03/2021,51041,50.4
10/03/2021,13173,10.9
10/03/2021,21173,44.3
10/03/2021,12057,51.8
10/03/2021,08067,62.9
10/03/2021,28047,45.2
10/03/2021,46055,27.7
10/03/2021,13197,15.2
10/03/2021,46025,44.8
10/03/2021,19021,57.6
10/03/2021,37147,45.0
10/03/2021,26151,37.7
10/03/2021,28105,45.6
10/03/2021,47091,32.6
10/03/2021,21061,33.4
10/03/2021,47151,30.7
10/03/2021,54033,20.8
10/03/2021,48501,0.0
10/03/2021,26023,38.9
10/03/2021,26051,41.7
10/03/2021,20155,44.0
10/03/2021,41029,51.0
10/03/2021,42063,41.4
10/03/2021,22107,54.2
10/03/2021,29165,48.1
10/03/2021,36121,44.8
10/03/2021,36075,52.5
10/03/2021,28031,43.4
10/03/2021,55061,45.8
10/03/2021,47109,41.3
10/03/2021,39047,37.7
10/03/2021,38063,62.6
10/03/2021,13283,14.3
10/03/2021,30021,33.4
10/03/2021,23025,53.4
10/03/2021,48335,0.0
10/03/2021,28109,38.3
10/03/2021,18153,44.1
10/03/2021,49021,36.1
10/03/2021,31141,39.8
10/03/2021,34029,47.7
10/03/2021,17093,52.2
10/03/2021,32011,22.9
10/03/2021,13025,11.4
10/03/2021,55097,54.5
10/03/2021,41035,44.0
10/03/2021,48399,0.0
10/03/2021,50013,70.4
10/03/2021,08037,70.9
10/03/2021,50001,61.7
10/03/2021,19097,47.7
10/03/2021,13211,22.0
10/03/2021,22109,38.4
10/03/2021,19093,43.6
10/03/2021,38039,42.6
10/03/2021,30013,46.4
10/03/2021,17199,43.5
10/03/2021,31147,46.3
10/03/2021,53057,57.8
10/03/2021,21233,40.5
10/03/2021,28065,38.0
10/03/2021,06105,0.0
10/03/2021,48233,0.0
10/03/2021,53007,61.0
10/03/2021,28023,47.6
10/03/2021,13017,12.7
10/03/2021,27087,51.9
10/03/2021,29211,38.4
10/03/2021,27053,63.4
10/03/2021,51169,49.5
10/03/2021,29021,33.0
10/03/2021,08113,73.3
10/03/2021,48111,0.0
10/03/2021,29081,29.3
10/03/2021,18029,52.9
10/03/2021,01019,27.4
10/03/2021,21215,27.8
10/03/2021,29510,48.2
10/03/2021,31051,37.9
10/03/2021,39083,37.9
10/03/2021,08047,52.1
10/03/2021,42087,46.7
10/03/2021,31171,21.7
10/03/2021,35059,21.8
10/03/2021,38055,39.0
10/03/2021,29167,34.8
10/03/2021,48219,0.0
10/03/2021,72095,64.6
10/03/2021,47019,35.0
10/03/2021,22003,31.0
10/03/2021,55037,40.8
10/03/2021,20035,41.1
10/03/2021,23017,58.5
10/03/2021,27083,48.4
10/03/2021,45003,39.5
10/03/2021,18183,43.0
10/03/2021,13317,16.5
10/03/2021,28007,45.7
10/03/2021,29143,28.8
10/03/2021,27081,43.1
10/03/2021,42059,42.1
10/03/2021,55125,57.6
10/03/2021,19005,47.1
10/03/2021,17159,40.0
10/03/2021,27007,50.3
10/03/2021,19173,41.9
10/03/2021,13219,26.4
10/03/2021,01039,33.0
10/03/2021,18171,40.6
10/03/2021,37131,40.1
10/03/2021,21135,32.3
10/03/2021,13181,18.1
10/03/2021,30025,29.3
10/03/2021,29053,37.7
10/03/2021,30023,51.4
10/03/2021,42003,59.8
10/03/2021,31077,35.8
10/03/2021,46031,28.9
10/03/2021,27015,57.6
10/03/2021,38085,35.8
10/03/2021,30079,33.1
10/03/2021,31011,44.6
10/03/2021,48189,0.0
10/03/2021,28033,44.1
10/03/2021,08097,69.8
10/03/2021,26111,50.6
10/03/2021,53019,47.8
10/03/2021,42101,51.0
10/03/2021,22127,38.9
10/03/2021,20159,38.3
10/03/2021,01029,26.7
10/03/2021,45035,44.8
10/03/2021,29175,32.4
10/03/2021,28069,38.8
10/03/2021,28053,48.8
10/03/2021,20087,47.5
10/03/2021,39121,37.2
10/03/2021,16059,39.5
10/03/2021,26003,56.3
10/03/2021,48271,0.0
10/03/2021,20141,37.5
10/03/2021,26071,49.9
10/03/2021,18135,39.3
10/03/2021,31167,24.2
10/03/2021,18119,38.6
10/03/2021,21097,42.6
10/03/2021,21109,30.2
10/03/2021,37103,43.2
10/03/2021,37183,61.0
10/03/2021,04005,67.0
10/03/2021,36101,51.5
10/03/2021,39099,49.7
10/03/2021,20105,39.4
10/03/2021,28107,39.0
10/03/2021,28043,45.8
10/03/2021,37021,56.4
10/03/2021,20037,41.8
10/03/2021,47021,42.8
10/03/2021,39075,16.1
10/03/2021,08049,55.3
10/03/2021,21079,43.4
10/03/2021,40011,40.0
10/03/2021,26125,58.7
10/03/2021,36005,56.9
10/03/2021,20209,46.7
10/03/2021,49001,37.7
10/03/2021,19061,57.6
10/03/2021,02020,54.3
10/03/2021,17071,40.5
10/03/2021,55069,49.1
10/03/2021,72069,69.5
10/03/2021,48145,0.0
10/03/2021,48285,0.0
10/03/2021,13213,14.0
10/03/2021,01041,29.4
10/03/2021,42121,38.9
10/03/2021,29059,31.6
10/03/2021,22029,34.6
10/03/2021,17183,32.8
10/03/2021,22087,40.7
10/03/2021,30091,42.1
10/03/2021,29079,31.1
10/03/2021,48365,0.0
10/03/2021,13083,19.4
10/03/2021,48311,0.0
10/03/2021,39005,36.6
10/03/2021,40135,33.7
10/03/2021,48269,0.0
10/03/2021,18147,40.1
10/03/2021,13281,10.9
10/03/2021,12039,50.9
10/03/2021,22073,38.8
10/03/2021,41041,63.4
10/03/2021,40033,38.9
10/03/2021,48023,0.0
10/03/2021,02240,27.0
10/03/2021,46049,44.2
10/03/2021,24017,57.0
10/03/2021,13051,42.4
10/03/2021,01007,29.7
10/03/2021,21213,46.3
10/03/2021,38007,19.1
10/03/2021,28019,30.7
10/03/2021,27111,42.6
10/03/2021,31129,44.7
10/03/2021,04023,89.0
10/03/2021,45053,31.4
10/03/2021,72109,68.2
10/03/2021,51051,40.1
10/03/2021,26049,43.2
10/03/2021,20151,42.8
10/03/2021,05073,34.1
10/03/2021,47045,33.1
10/03/2021,48053,0.0
10/03/2021,48349,0.0
10/03/2021,38001,43.2
10/03/2021,49007,39.8
10/03/2021,06083,59.8
10/03/2021,17011,45.5
10/03/2021,29105,32.7
10/03/2021,51091,54.0
10/03/2021,27045,58.1
10/03/2021,21067,63.4
10/03/2021,42073,48.3
10/03/2021,49057,47.6
10/03/2021,56005,23.6
10/03/2021,51075,60.7
10/03/2021,20143,35.8
10/03/2021,27031,71.1
10/03/2021,02150,55.8
10/03/2021,01119,42.4
10/03/2021,08013,68.5
10/03/2021,38033,24.6
10/03/2021,17031,55.9
10/03/2021,54063,29.3
10/03/2021,17057,44.3
10/03/2021,27059,35.1
10/03/2021,41009,53.2
10/03/2021,27151,49.3
10/03/2021,27145,48.6
10/03/2021,37093,27.6
10/03/2021,31123,30.7
10/03/2021,48155,0.0
10/03/2021,45027,40.1
10/03/2021,37019,53.3
10/03/2021,06021,45.7
10/03/2021,54075,23.7
10/03/2021,51061,52.8
10/03/2021,01109,35.1
10/03/2021,51155,39.9
10/03/2021,21239,67.1
10/03/2021,19007,41.2
10/03/2021,29159,37.0
10/03/2021,36023,52.3
10/03/2021,55119,31.1
10/03/2021,48383,0.0
10/03/2021,06107,42.2
10/03/2021,72147,69.5
10/03/2021,42015,37.0
10/03/2021,35035,43.4
10/03/2021,40133,45.1
10/03/2021,48499,0.0
10/03/2021,36117,54.9
10/03/2021,42107,54.9
10/03/2021,38075,32.1
10/03/2021,51073,51.5
10/03/2021,29189,54.6
10/03/2021,18087,20.0
10/03/2021,28067,36.2
10/03/2021,48075,0.0
10/03/2021,48045,0.0
10/03/2021,48417,0.0
10/03/2021,30089,34.1
10/03/2021,12097,60.8
10/03/2021,05075,39.2
10/03/2021,33007,55.6
10/03/2021,45009,42.8
10/03/2021,54001,6.6
10/03/2021,36011,52.4
10/03/2021,36031,63.9
10/03/2021,34005,64.4
10/03/2021,37005,49.5
10/03/2021,36065,54.1
10/03/2021,51590,33.3
10/03/2021,18089,49.4
10/03/2021,06013,69.5
10/03/2021,17097,59.0
10/03/2021,06089,41.5
10/03/2021,51171,43.7
10/03/2021,29171,29.3
10/03/2021,15005,0.0
10/03/2021,05097,32.6
10/03/2021,42095,58.2
10/03/2021,13209,20.7
10/03/2021,47083,34.8
10/03/2021,19047,47.3
10/03/2021,01111,28.5
10/03/2021,21183,34.5
10/03/2021,21207,41.2
10/03/2021,56027,25.0
10/03/2021,39111,39.3
10/03/2021,17103,44.8
10/03/2021,13285,19.5
10/03/2021,72131,76.8
10/03/2021,48025,0.0
10/03/2021,19009,53.2
10/03/2021,56029,39.5
10/03/2021,17061,36.2
10/03/2021,29179,22.1
10/03/2021,20193,36.7
10/03/2021,55005,47.2
10/03/2021,08111,85.6
10/03/2021,16085,51.6
10/03/2021,53029,57.0
10/03/2021,51570,35.9
10/03/2021,26131,62.1
10/03/2021,06005,47.2
10/03/2021,12105,48.2
10/03/2021,17043,61.4
10/03/2021,05047,43.0
10/03/2021,13027,29.9
10/03/2021,13161,10.3
10/03/2021,27029,36.6
10/03/2021,19091,44.3
10/03/2021,18059,60.5
10/03/2021,21051,37.3
10/03/2021,28013,36.1
10/03/2021,20067,40.3
10/03/2021,28055,32.0
10/03/2021,40031,49.2
10/03/2021,06093,46.5
10/03/2021,36081,70.8
10/03/2021,48415,0.0
10/03/2021,23027,62.4
10/03/2021,02282,69.1
10/03/2021,55075,44.7
10/03/2021,48057,0.0
10/03/2021,05059,37.8
10/03/2021,39117,36.3
10/03/2021,19059,52.4
10/03/2021,38013,34.0
10/03/2021,31013,27.3
10/03/2021,35045,65.2
10/03/2021,19153,58.2
10/03/2021,40027,46.0
10/03/2021,37137,48.9
10/03/2021,45077,40.6
10/03/2021,48495,0.0
10/03/2021,42029,59.4
10/03/2021,25013,55.9
10/03/2021,39095,49.8
10/03/2021,46077,56.5
10/03/2021,45043,48.4
10/03/2021,40127,30.1
10/03/2021,18023,42.1
10/03/2021,48061,0.0
10/03/2021,26103,57.6
10/03/2021,20113,46.9
10/03/2021,42055,43.5
10/03/2021,54103,10.4
10/03/2021,20001,39.0
10/03/2021,06095,55.7
10/03/2021,46057,32.6
10/03/2021,20147,38.9
10/03/2021,30107,30.9
10/03/2021,78020,0.0
10/03/2021,17135,40.1
10/03/2021,37135,64.6
10/03/2021,04017,60.5
10/03/2021,54071,37.1
10/03/2021,01049,28.0
10/03/2021,51159,38.4
10/03/2021,13321,15.9
10/03/2021,42127,56.0
10/03/2021,48101,0.0
10/03/2021,22063,34.2
10/03/2021,01089,51.8
10/03/2021,48083,0.0
10/03/2021,17083,47.8
10/03/2021,23011,61.6
10/03/2021,49027,34.7
10/03/2021,55047,48.4
10/03/2021,05041,50.7
10/03/2021,18159,40.8
10/03/2021,18013,45.6
10/03/2021,54055,38.4
10/03/2021,27101,46.0
10/03/2021,46093,43.4
10/03/2021,17009,30.9
10/03/2021,17185,42.5
10/03/2021,01035,35.9
10/03/2021,06111,61.6
10/03/2021,19095,56.2
10/03/2021,01127,40.6
10/03/2021,06039,43.4
10/03/2021,32017,32.8
10/03/2021,51001,61.6
10/03/2021,20139,44.3
10/03/2021,05043,42.0
10/03/2021,18123,51.3
10/03/2021,22023,15.5
10/03/2021,13221,25.5
10/03/2021,29145,22.5
10/03/2021,29003,31.9
10/03/2021,46043,33.8
10/03/2021,42103,50.0
10/03/2021,20007,41.3
10/03/2021,01025,44.4
10/03/2021,51720,30.8
10/03/2021,51135,40.1
10/03/2021,12081,53.5
10/03/2021,29219,36.9
10/03/2021,16061,41.0
10/03/2021,01107,41.4
10/03/2021,18093,43.9
10/03/2021,27127,45.7
10/03/2021,51111,43.6
10/03/2021,41021,38.5
10/03/2021,22051,56.5
10/03/2021,55071,53.2
10/03/2021,51089,36.3
10/03/2021,24025,61.8
10/03/2021,34019,61.1
10/03/2021,29087,36.9
10/03/2021,27057,40.6
10/03/2021,27147,52.7
10/03/2021,37151,37.0
10/03/2021,13183,6.6
10/03/2021,53037,47.1
10/03/2021,48405,0.0
10/03/2021,38073,52.7
10/03/2021,05031,37.4
10/03/2021,48255,0.0
10/03/2021,48143,0.0
10/03/2021,16051,31.2
10/03/2021,23013,73.6
10/03/2021,72075,62.2
10/03/2021,48073,0.0
10/03/2021,13153,33.3
10/03/2021,53059,33.9
10/03/2021,45065,53.9
10/03/2021,32015,32.6
10/03/2021,13149,12.3
10/03/2021,20029,41.3
10/03/2021,37101,43.6
10/03/2021,17161,47.2
10/03/2021,26035,39.3
10/03/2021,08005,57.7
10/03/2021,47145,38.3
10/03/2021,20165,45.0
10/03/2021,20021,39.9
10/03/2021,12071,54.4
10/03/2021,26005,44.5
10/03/2021,26007,46.4
10/03/2021,49025,42.1
10/03/2021,48491,0.0
10/03/2021,12043,29.1
10/03/2021,54045,30.0
10/03/2021,21217,46.6
10/03/2021,26127,46.0
10/03/2021,45079,51.9
10/03/2021,01055,35.0
10/03/2021,24013,64.7
10/03/2021,18051,41.9
10/03/2021,20051,43.1
10/03/2021,27107,47.6
10/03/2021,05111,37.8
10/03/2021,38009,43.3
10/03/2021,32019,35.6
10/03/2021,39081,43.6
10/03/2021,22001,45.9
10/03/2021,31155,45.8
10/03/2021,42045,63.3
10/03/2021,51043,55.8
10/03/2021,24047,63.9
10/03/2021,29095,47.3
10/03/2021,39057,56.1
10/03/2021,20009,37.3
10/03/2021,21161,46.5
10/03/2021,21103,51.1
10/03/2021,46065,49.5
10/03/2021,26075,45.5
10/03/2021,37115,42.5
10/03/2021,04009,52.9
10/03/2021,18057,63.6
10/03/2021,02180,60.6
10/03/2021,34027,68.7
10/03/2021,31017,31.9
10/03/2021,01031,33.0
10/03/2021,41039,61.1
10/03/2021,32013,35.3
10/03/2021,12083,50.1
10/03/2021,27167,28.3
10/03/2021,17063,43.6
10/03/2021,19191,55.3
10/03/2021,19073,51.7
10/03/2021,36003,37.4
10/03/2021,16035,36.1
10/03/2021,18133,38.2
10/03/2021,51101,46.1
10/03/2021,01057,29.8
10/03/2021,33013,62.0
10/03/2021,47047,47.2
10/03/2021,19183,50.8
10/03/2021,01053,30.8
10/03/2021,39125,37.6
10/03/2021,21219,35.2
10/03/2021,08023,53.6
10/03/2021,48135,0.0
10/03/2021,22115,42.4
10/03/2021,18131,40.5
10/03/2021,72117,65.4
10/03/2021,08125,36.6
10/03/2021,16069,44.3
10/03/2021,27153,36.0
10/03/2021,36105,51.7
10/03/2021,19133,48.9
10/03/2021,27133,46.0
10/03/2021,37121,42.1
10/03/2021,28143,42.1
10/03/2021,55139,53.4
10/03/2021,28041,32.2
10/03/2021,27035,49.4
10/03/2021,06033,51.0
10/03/2021,21047,29.1
10/03/2021,29199,23.1
10/03/2021,38097,44.5
10/03/2021,42115,41.7
10/03/2021,40013,32.5
10/03/2021,50003,37.4
10/03/2021,72031,68.7
10/03/2021,22125,80.1
10/03/2021,46041,56.9
10/03/2021,13103,21.0
10/03/2021,31149,31.8
10/03/2021,39055,54.6
10/03/2021,72043,62.2
10/03/2021,04011,36.6
10/03/2021,51167,41.5
10/03/2021,38005,44.2
10/03/2021,16025,35.3
10/03/2021,51077,37.0
10/03/2021,39109,41.4
10/03/2021,44003,69.2
10/03/2021,01133,19.1
10/03/2021,53021,41.2
10/03/2021,20145,47.1
10/03/2021,12131,40.7
10/03/2021,21029,43.2
10/03/2021,29023,29.6
10/03/2021,24041,66.4
10/03/2021,21221,41.2
10/03/2021,39123,55.0
10/03/2021,40117,42.7
10/03/2021,53049,48.9
10/03/2021,20161,33.4
10/03/2021,20017,39.6
10/03/2021,53015,50.5
10/03/2021,48015,0.0
10/03/2021,01009,26.4
10/03/2021,13225,12.9
10/03/2021,13139,28.1
10/03/2021,18117,49.7
10/03/2021,22061,36.9
10/03/2021,51079,44.5
10/03/2021,78010,0.0
10/03/2021,06037,59.9
10/03/2021,31019,34.7
10/03/2021,35023,43.0
10/03/2021,19027,55.6
10/03/2021,39103,56.2
10/03/2021,45039,47.1
10/03/2021,12067,34.6
10/03/2021,13251,33.8
10/03/2021,18055,36.2
10/03/2021,30077,40.0
10/03/2021,18049,36.2
10/03/2021,40107,40.6
10/03/2021,48139,0.0
10/03/2021,51775,46.5
10/03/2021,55029,70.0
10/03/2021,72001,64.9
10/03/2021,26011,44.9
10/03/2021,19031,53.6
10/03/2021,17047,33.9
10/03/2021,51650,52.2
10/03/2021,35027,39.7
10/03/2021,29051,47.3
10/03/2021,02170,31.7
10/03/2021,12033,45.9
10/03/2021,37145,47.9
10/03/2021,08083,53.0
10/03/2021,51083,39.5
10/03/2021,55043,49.1
10/03/2021,55013,50.5
10/03/2021,29177,34.6
10/03/2021,31115,25.3
10/03/2021,42011,53.6
10/03/2021,13125,12.9
10/03/2021,48109,0.0
10/03/2021,06059,61.5
10/03/2021,17125,43.1
10/03/2021,12027,38.7
10/03/2021,46059,35.2
10/03/2021,22007,37.2
10/03/2021,40081,34.3
10/03/2021,51049,34.1
10/03/2021,42021,49.5
10/03/2021,20031,45.7
10/03/2021,18095,46.6
10/03/2021,39015,35.2
10/03/2021,21121,31.2
10/03/2021,36061,71.7
10/03/2021,31137,33.6
10/03/2021,27061,48.4
10/03/2021,40111,37.0
10/03/2021,49013,33.9
10/03/2021,48021,0.0
10/03/2021,29225,38.2
10/03/2021,08021,41.5
10/03/2021,30069,27.7
10/03/2021,19175,45.6
10/03/2021,21007,31.9
10/03/2021,13039,40.7
10/03/2021,55021,59.0
10/03/2021,36095,50.4
10/03/2021,31081,39.9
10/03/2021,39091,36.9
10/03/2021,20019,36.3
10/03/2021,18125,51.8
10/03/2021,48319,0.0
10/03/2021,54017,4.2
10/03/2021,72143,56.8
10/03/2021,38067,47.0
10/03/2021,18031,43.0
10/03/2021,55135,47.3
10/03/2021,42117,38.7
10/03/2021,39069,47.8
10/03/2021,28121,45.2
10/03/2021,47103,36.1
10/03/2021,37081,51.6
10/03/2021,48125,0.0
10/03/2021,24510,55.0
10/03/2021,46007,44.1
10/03/2021,20129,34.2
10/03/2021,35006,56.4
10/03/2021,41055,50.2
10/03/2021,13085,11.5
10/03/2021,40039,41.7
10/03/2021,34007,57.8
10/03/2021,01001,34.0
10/03/2021,18151,43.0
10/03/2021,53043,45.8
10/03/2021,29201,38.5
10/03/2021,48443,0.0
10/03/2021,17167,54.7
10/03/2021,05071,41.9
10/03/2021,72045,58.9
10/03/2021,08105,53.8
10/03/2021,44001,68.9
10/03/2021,37015,40.1
10/03/2021,51840,41.0
10/03/2021,48375,0.0
10/03/2021,12075,40.7
10/03/2021,42075,48.9
10/03/2021,48147,0.0
10/03/2021,48207,0.0
10/03/2021,37105,47.3
10/03/2021,17017,49.6
10/03/2021,12069,58.2
10/03/2021,72007,63.9
10/03/2021,26089,73.4
10/03/2021,18175,36.2
10/03/2021,48223,0.0
10/03/2021,29213,35.8
10/03/2021,08009,35.2
10/03/2021,31079,40.5
10/03/2021,48305,0.0
10/03/2021,16073,26.1
10/03/2021,72121,73.0
10/03/2021,26065,49.8
10/03/2021,40001,27.9
10/03/2021,19135,41.1
10/03/2021,19115,46.0
10/03/2021,72083,75.5
10/03/2021,72129,65.6
10/03/2021,48249,0.0
10/03/2021,20063,43.2
10/03/2021,48387,0.0
10/03/2021,45089,49.3
10/03/2021,36091,70.0
10/03/2021,18139,42.1
10/03/2021,21005,55.1
10/03/2021,27141,37.8
10/03/2021,17155,47.3
10/03/2021,53041,43.3
10/03/2021,49009,50.4
10/03/2021,18127,51.0
10/03/2021,13245,31.8
10/03/2021,16033,31.8
10/03/2021,13099,18.5
10/03/2021,34015,53.3
10/03/2021,49029,41.5
10/03/2021,51071,40.6
10/03/2021,18035,43.2
10/03/2021,55067,47.8
10/03/2021,37125,49.7
10/03/2021,30053,30.4
10/03/2021,28127,38.6
10/03/2021,47067,27.9
10/03/2021,49055,45.0
10/03/2021,42081,47.2
10/03/2021,26063,47.6
10/03/2021,21019,39.1
10/03/2021,54077,32.0
10/03/2021,39059,39.0
10/03/2021,13087,36.6
10/03/2021,05087,37.2
10/03/2021,54061,15.6
10/03/2021,55035,54.8
10/03/2021,12087,67.5
10/03/2021,21069,44.3
10/03/2021,27055,38.0
10/03/2021,19167,37.1
10/03/2021,06057,55.0
10/03/2021,30099,35.0
10/03/2021,51195,39.9
10/03/2021,35017,54.1
10/03/2021,47039,32.7
10/03/2021,40151,35.5
10/03/2021,48477,0.0
10/03/2021,21091,52.9
10/03/2021,48463,0.0
10/03/2021,28083,53.4
10/03/2021,30031,50.8
10/03/2021,53001,47.5
10/03/2021,29141,33.6
10/03/2021,29099,38.1
10/03/2021,05049,28.2
10/03/2021,02261,50.9
10/03/2021,19195,46.3
10/03/2021,05085,41.6
10/03/2021,13093,16.2
10/03/2021,72153,72.1
10/03/2021,48307,0.0
10/03/2021,54015,23.4
10/03/2021,42111,43.0
10/03/2021,48167,0.0
10/03/2021,48273,0.0
10/03/2021,18101,43.1
10/03/2021,08085,41.1
10/03/2021,19019,48.1
10/03/2021,27049,57.4
10/03/2021,50019,50.6
10/03/2021,47153,28.4
10/03/2021,05145,39.4
10/03/2021,18113,34.7
10/03/2021,48449,0.0
10/03/2021,39139,38.0
10/03/2021,72047,67.1
10/03/2021,47119,54.7
10/03/2021,48029,0.0
10/03/2021,45059,33.1
10/03/2021,19117,40.6
10/03/2021,48427,0.0
10/03/2021,47131,33.2
10/03/2021,37027,40.4
10/03/2021,13089,30.4
10/03/2021,48163,0.0
10/03/2021,48153,0.0
10/03/2021,48429,0.0
10/03/2021,06055,66.5
10/03/2021,21021,54.1
10/03/2021,29121,35.9
10/03/2021,53063,51.6
10/03/2021,27095,49.6
10/03/2021,39155,48.2
10/03/2021,45075,47.1
10/03/2021,27047,49.3
10/03/2021,29111,30.5
10/03/2021,31059,46.6
10/03/2021,30037,39.0
10/03/2021,29097,41.9
10/03/2021,37195,43.7
10/03/2021,55078,66.6
10/03/2021,30071,37.3
10/03/2021,47127,19.1
10/03/2021,55073,52.5
10/03/2021,31091,37.7
10/03/2021,20189,29.7
10/03/2021,02070,42.5
10/03/2021,38099,48.4
10/03/2021,17187,42.4
10/03/2021,41069,51.1
10/03/2021,45067,41.5
10/03/2021,48475,0.0
10/03/2021,46085,52.5
10/03/2021,13179,38.6
10/03/2021,13007,32.3
10/03/2021,40129,31.6
10/03/2021,41025,39.3
10/03/2021,48467,0.0
10/03/2021,53061,59.6
10/03/2021,51199,50.8
10/03/2021,29065,27.0
10/03/2021,08119,48.1
10/03/2021,48133,0.0
10/03/2021,53069,44.5
10/03/2021,13207,10.8
10/03/2021,48097,0.0
10/03/2021,36067,65.1
10/03/2021,51087,51.2
10/03/2021,48035,0.0
10/03/2021,51183,33.1
10/03/2021,55039,48.4
10/03/2021,34013,59.2
10/03/2021,13045,21.1
10/03/2021,26155,44.1
10/03/2021,12095,59.0
10/03/2021,01087,40.0
10/03/2021,31099,41.5
10/03/2021,02130,56.7
10/03/2021,02275,51.9
10/03/2021,72005,69.1
10/03/2021,02110,64.6
10/03/2021,26147,43.8
10/03/2021,28119,43.0
10/03/2021,35025,27.5
10/03/2021,41023,40.6
10/03/2021,18081,52.0
10/03/2021,02122,40.4
10/03/2021,48013,0.0
10/03/2021,21175,42.6
10/03/2021,13011,12.9
10/03/2021,29013,34.1
10/03/2021,16079,36.6
10/03/2021,22013,40.7
10/03/2021,42129,52.5
10/03/2021,13109,20.0
10/03/2021,47063,36.4
10/03/2021,18011,62.8
10/03/2021,05147,50.7
10/03/2021,29209,34.2
10/03/2021,49005,45.2
10/03/2021,36057,58.3
10/03/2021,01073,49.1
10/03/2021,13095,21.8
10/03/2021,13113,32.9
10/03/2021,18167,44.6
10/03/2021,22009,39.0
10/03/2021,51127,47.0
10/03/2021,20207,37.3
10/03/2021,23031,69.8
10/03/2021,22119,37.0
10/03/2021,05109,36.9
10/03/2021,29005,50.0
10/03/2021,21009,40.1
10/03/2021,17123,46.3
10/03/2021,12085,56.5
10/03/2021,05033,39.7
10/03/2021,31161,28.0
10/03/2021,45013,55.8
10/03/2021,23001,59.7
10/03/2021,13115,16.0
10/03/2021,28037,41.3
10/03/2021,51023,45.6
10/03/2021,01117,30.9
10/03/2021,29009,38.8
10/03/2021,23005,76.0
10/03/2021,18085,36.5
10/03/2021,33009,66.9
10/03/2021,27071,51.9
10/03/2021,16005,40.5
10/03/2021,51057,44.1
10/03/2021,20111,49.7
10/03/2021,19039,48.1
10/03/2021,27021,44.6
10/03/2021,35051,46.9
10/03/2021,21049,51.2
10/03/2021,41071,55.0
10/03/2021,13145,19.4
10/03/2021,55019,32.6
10/03/2021,12111,50.1
10/03/2021,24029,61.0
10/03/2021,48353,0.0
10/03/2021,37097,43.2
10/03/2021,08099,35.9
10/03/2021,20101,37.3
10/03/2021,29169,54.0
10/03/2021,48485,0.0
10/03/2021,29041,33.2
10/03/2021,20109,41.4
10/03/2021,20071,45.5
10/03/2021,29125,33.8
10/03/2021,48245,0.0
10/03/2021,27099,53.3
10/03/2021,40083,29.1
10/03/2021,72059,69.9
10/03/2021,30001,47.9
10/03/2021,26059,33.3
10/03/2021,22065,36.3
10/03/2021,12005,43.0
10/03/2021,29037,43.9
10/03/2021,39011,34.8
10/03/2021,39167,46.8
10/03/2021,21031,40.8
10/03/2021,16019,40.1
10/03/2021,37029,36.7
10/03/2021,51640,36.8
10/03/2021,49019,57.2
10/03/2021,13063,19.0
10/03/2021,20045,53.6
10/03/2021,51009,41.9
10/03/2021,51620,36.6
10/03/2021,53077,51.1
10/03/2021,21105,32.1
10/03/2021,39147,42.8
10/03/2021,20115,42.1
10/03/2021,17039,43.7
