Date,FIPS,County,State,Vaccination_Complete_Pct,Metro_status,Social Vulnerability Index (SVI),SVI Category
09/30/2021,17083,Jersey County,IL,47.5,Metro,0.1,Very Low Concern
09/30/2021,10005,Sussex County,DE,57.9,Metro,0.4,Moderate Concern
09/30/2021,26155,Shiawassee County,MI,43.7,Non-metro,0.13,Very Low Concern
09/30/2021,37081,Guilford County,NC,51.4,Metro,0.64,High Concern
09/30/2021,39055,Geauga County,OH,54.5,Metro,0.09,Very Low Concern
09/30/2021,26117,Montcalm County,MI,35.5,Metro,0.61,High Concern
09/30/2021,26087,Lapeer County,MI,40.4,Metro,0.24,Low Concern
09/30/2021,19141,O'Brien County,IA,45.2,Non-metro,0.23,Low Concern
09/30/2021,29029,Camden County,MO,40.2,Non-metro,0.34,Low Concern
09/30/2021,29185,St. Clair County,MO,30.3,Non-metro,0.5,Moderate Concern
09/30/2021,39007,Ashtabula County,OH,45.3,Non-metro,0.79,High Concern
09/30/2021,31117,McPherson County,NE,11.7,Non-metro,0.08,Very Low Concern
09/30/2021,8029,Delta County,CO,41.4,Non-metro,0.69,High Concern
09/30/2021,38095,Towner County,ND,41.5,Non-metro,0.19,Very Low Concern
09/30/2021,18113,Noble County,IN,34.5,Non-metro,0.47,Moderate Concern
09/30/2021,40113,Osage County,OK,29.0,Metro,0.62,High Concern
09/30/2021,19023,Butler County,IA,52.0,Non-metro,0.02,Very Low Concern
09/30/2021,17041,Douglas County,IL,39.3,Non-metro,0.44,Moderate Concern
09/30/2021,17019,Champaign County,IL,53.1,Metro,0.5,Moderate Concern
09/30/2021,5103,Ouachita County,AR,46.7,Non-metro,0.87,Very High Concern
09/30/2021,29051,Cole County,MO,47.1,Metro,0.26,Low Concern
09/30/2021,40043,Dewey County,OK,22.8,Non-metro,0.22,Low Concern
09/30/2021,11001,District of Columbia,DC,57.2,Metro,0.6,Moderate Concern
09/30/2021,31077,Greeley County,NE,35.7,Non-metro,0.04,Very Low Concern
09/30/2021,21027,Breckinridge County,KY,37.6,Non-metro,0.74,High Concern
09/30/2021,30073,Pondera County,MT,46.0,Non-metro,0.83,Very High Concern
09/30/2021,13291,Union County,GA,12.0,Non-metro,0.31,Low Concern
09/30/2021,28069,Kemper County,MS,38.7,Non-metro,0.93,Very High Concern
09/30/2021,53023,Garfield County,WA,32.9,Non-metro,0.18,Very Low Concern
09/30/2021,37135,Orange County,NC,64.5,Metro,0.3,Low Concern
09/30/2021,37193,Wilkes County,NC,38.3,Non-metro,0.69,High Concern
09/30/2021,51187,Warren County,VA,35.0,Metro,0.26,Low Concern
09/30/2021,29209,Stone County,MO,34.1,Non-metro,0.35,Low Concern
09/30/2021,17053,Ford County,IL,45.7,Metro,0.31,Low Concern
09/30/2021,5039,Dallas County,AR,49.9,Non-metro,0.88,Very High Concern
09/30/2021,17075,Iroquois County,IL,41.4,Non-metro,0.34,Low Concern
09/30/2021,37013,Beaufort County,NC,46.5,Non-metro,0.72,High Concern
09/30/2021,34039,Union County,NJ,59.4,Metro,0.62,High Concern
09/30/2021,21021,Boyle County,KY,53.6,Non-metro,0.43,Moderate Concern
09/30/2021,2100,Haines Borough,AK,62.6,Non-metro,0.21,Low Concern
09/30/2021,6101,Sutter County,CA,48.9,Metro,0.88,Very High Concern
09/30/2021,33001,Belknap County,NH,55.3,Non-metro,0.08,Very Low Concern
09/30/2021,21097,Harrison County,KY,42.1,Non-metro,0.51,Moderate Concern
09/30/2021,36061,New York County,NY,71.4,Metro,0.55,Moderate Concern
09/30/2021,47047,Fayette County,TN,47.1,Metro,0.26,Low Concern
09/30/2021,39095,Lucas County,OH,49.6,Metro,0.69,High Concern
09/30/2021,39165,Warren County,OH,55.5,Metro,0.05,Very Low Concern
09/30/2021,21193,Perry County,KY,52.6,Non-metro,0.91,Very High Concern
09/30/2021,49013,Duchesne County,UT,33.7,Non-metro,0.48,Moderate Concern
09/30/2021,20143,Ottawa County,KS,35.6,Non-metro,0.03,Very Low Concern
09/30/2021,21233,Webster County,KY,40.0,Non-metro,0.79,High Concern
09/30/2021,21187,Owen County,KY,33.4,Non-metro,0.53,Moderate Concern
09/30/2021,5101,Newton County,AR,28.8,Non-metro,0.28,Low Concern
09/30/2021,1033,Colbert County,AL,41.8,Metro,0.43,Moderate Concern
09/30/2021,41069,Wheeler County,OR,50.5,Non-metro,0.39,Low Concern
09/30/2021,31173,Thurston County,NE,55.1,Non-metro,0.89,Very High Concern
09/30/2021,55115,Shawano County,WI,46.2,Non-metro,0.14,Very Low Concern
09/30/2021,51051,Dickenson County,VA,39.9,Non-metro,0.68,High Concern
09/30/2021,31147,Richardson County,NE,46.1,Non-metro,0.1,Very Low Concern
09/30/2021,47161,Stewart County,TN,35.2,Non-metro,0.41,Moderate Concern
09/30/2021,36083,Rensselaer County,NY,61.8,Metro,0.34,Low Concern
09/30/2021,40001,Adair County,OK,27.7,Non-metro,0.9,Very High Concern
09/30/2021,39143,Sandusky County,OH,46.4,Non-metro,0.4,Low Concern
09/30/2021,38035,Grand Forks County,ND,48.2,Metro,0.3,Low Concern
09/30/2021,34005,Burlington County,NJ,64.2,Metro,0.21,Low Concern
09/30/2021,51075,Goochland County,VA,60.6,Metro,0.05,Very Low Concern
09/30/2021,29069,Dunklin County,MO,30.8,Non-metro,0.96,Very High Concern
09/30/2021,13115,Floyd County,GA,15.8,Metro,0.89,Very High Concern
09/30/2021,47079,Henry County,TN,40.7,Non-metro,0.63,High Concern
09/30/2021,53013,Columbia County,WA,40.4,Metro,0.31,Low Concern
09/30/2021,6079,San Luis Obispo County,CA,51.6,Metro,0.37,Low Concern
09/30/2021,22043,Grant Parish,LA,36.4,Metro,0.63,High Concern
09/30/2021,28121,Rankin County,MS,45.1,Metro,0.31,Low Concern
09/30/2021,21131,Leslie County,KY,44.2,Non-metro,0.77,High Concern
09/30/2021,6023,Humboldt County,CA,56.4,Non-metro,0.76,High Concern
09/30/2021,27161,Waseca County,MN,49.6,Non-metro,0.25,Low Concern
09/30/2021,37179,Union County,NC,45.8,Metro,0.19,Very Low Concern
09/30/2021,21059,Daviess County,KY,49.1,Metro,0.62,High Concern
09/30/2021,40115,Ottawa County,OK,32.8,Non-metro,0.96,Very High Concern
09/30/2021,21047,Christian County,KY,28.9,Metro,0.91,Very High Concern
09/30/2021,2150,Kodiak Island Borough,AK,55.6,Non-metro,0.7,High Concern
09/30/2021,17031,Cook County,IL,55.7,Metro,0.68,High Concern
09/30/2021,16039,Elmore County,ID,35.9,Non-metro,0.59,Moderate Concern
09/30/2021,42027,Centre County,PA,53.4,Metro,0.29,Low Concern
09/30/2021,49001,Beaver County,UT,37.4,Non-metro,0.25,Low Concern
09/30/2021,38053,McKenzie County,ND,17.4,Non-metro,0.39,Low Concern
09/30/2021,19015,Boone County,IA,57.1,Non-metro,0.12,Very Low Concern
09/30/2021,2220,Sitka City and Borough,AK,68.0,Non-metro,0.4,Moderate Concern
09/30/2021,17131,Mercer County,IL,48.0,Metro,0.11,Very Low Concern
09/30/2021,18127,Porter County,IN,50.8,Metro,0.15,Very Low Concern
09/30/2021,1063,Greene County,AL,41.0,Non-metro,0.99,Very High Concern
09/30/2021,20053,Ellsworth County,KS,48.6,Non-metro,0.4,Low Concern
09/30/2021,13087,Decatur County,GA,36.3,Non-metro,0.95,Very High Concern
09/30/2021,13239,Quitman County,GA,10.8,Non-metro,0.94,Very High Concern
09/30/2021,51025,Brunswick County,VA,43.9,Non-metro,0.9,Very High Concern
09/30/2021,22059,La Salle Parish,LA,35.3,Non-metro,0.76,High Concern
09/30/2021,40141,Tillman County,OK,40.2,Non-metro,0.87,Very High Concern
09/30/2021,1013,Butler County,AL,33.5,Non-metro,0.87,Very High Concern
09/30/2021,29091,Howell County,MO,28.2,Non-metro,0.67,High Concern
09/30/2021,32015,Lander County,NV,32.1,Non-metro,0.83,Very High Concern
09/30/2021,27055,Houston County,MN,37.9,Metro,0.02,Very Low Concern
09/30/2021,20163,Rooks County,KS,42.3,Non-metro,0.14,Very Low Concern
09/30/2021,26141,Presque Isle County,MI,53.1,Non-metro,0.28,Low Concern
09/30/2021,47131,Obion County,TN,33.0,Non-metro,0.77,High Concern
09/30/2021,13129,Gordon County,GA,13.8,Non-metro,0.88,Very High Concern
09/30/2021,54091,Taylor County,WV,4.3,Non-metro,0.49,Moderate Concern
09/30/2021,47095,Lake County,TN,28.5,Non-metro,0.92,Very High Concern
09/30/2021,54097,Upshur County,WV,8.3,Non-metro,0.69,High Concern
09/30/2021,46119,Sully County,SD,31.4,Non-metro,0.01,Very Low Concern
09/30/2021,18075,Jay County,IN,33.9,Non-metro,0.67,High Concern
09/30/2021,21121,Knox County,KY,30.8,Non-metro,0.83,Very High Concern
09/30/2021,39141,Ross County,OH,43.8,Non-metro,0.73,High Concern
09/30/2021,20019,Chautauqua County,KS,36.0,Non-metro,0.72,High Concern
09/30/2021,51199,York County,VA,50.6,Metro,0.2,Very Low Concern
09/30/2021,6083,Santa Barbara County,CA,59.5,Metro,0.71,High Concern
09/30/2021,29065,Dent County,MO,26.9,Non-metro,0.63,High Concern
09/30/2021,22025,Catahoula Parish,LA,34.7,Non-metro,0.78,High Concern
09/30/2021,29127,Marion County,MO,37.4,Non-metro,0.55,Moderate Concern
09/30/2021,13173,Lanier County,GA,10.8,Metro,0.87,Very High Concern
09/30/2021,42003,Allegheny County,PA,59.6,Metro,0.25,Low Concern
09/30/2021,40067,Jefferson County,OK,35.4,Non-metro,0.87,Very High Concern
09/30/2021,50019,Orleans County,VT,50.4,Non-metro,0.43,Moderate Concern
09/30/2021,5013,Calhoun County,AR,31.4,Non-metro,0.55,Moderate Concern
09/30/2021,4027,Yuma County,AZ,56.3,Metro,0.99,Very High Concern
09/30/2021,45063,Lexington County,SC,46.3,Metro,0.44,Moderate Concern
09/30/2021,51610,Falls Church city,VA,54.0,Metro,0.14,Very Low Concern
09/30/2021,19157,Poweshiek County,IA,51.9,Non-metro,0.15,Very Low Concern
09/30/2021,46005,Beadle County,SD,36.5,Non-metro,0.65,High Concern
09/30/2021,8065,Lake County,CO,52.2,Non-metro,0.45,Moderate Concern
09/30/2021,34037,Sussex County,NJ,55.0,Metro,0.02,Very Low Concern
09/30/2021,28081,Lee County,MS,38.2,Non-metro,0.8,High Concern
09/30/2021,1025,Clarke County,AL,44.1,Non-metro,0.85,Very High Concern
09/30/2021,51095,James City County,VA,50.5,Metro,0.12,Very Low Concern
09/30/2021,46007,Bennett County,SD,42.9,Non-metro,0.79,High Concern
09/30/2021,26017,Bay County,MI,49.9,Metro,0.44,Moderate Concern
09/30/2021,5091,Miller County,AR,12.4,Metro,0.91,Very High Concern
09/30/2021,27095,Mille Lacs County,MN,49.4,Metro,0.59,Moderate Concern
09/30/2021,13273,Terrell County,GA,23.2,Metro,0.96,Very High Concern
09/30/2021,1043,Cullman County,AL,33.4,Non-metro,0.52,Moderate Concern
09/30/2021,31007,Banner County,NE,24.6,Non-metro,0.0,Very Low Concern
09/30/2021,8073,Lincoln County,CO,30.7,Non-metro,0.49,Moderate Concern
09/30/2021,30095,Stillwater County,MT,37.1,Non-metro,0.04,Very Low Concern
09/30/2021,19003,Adams County,IA,47.9,Non-metro,0.04,Very Low Concern
09/30/2021,29187,St. Francois County,MO,37.0,Non-metro,0.7,High Concern
09/30/2021,21171,Monroe County,KY,39.1,Non-metro,0.7,High Concern
09/30/2021,38051,McIntosh County,ND,37.3,Non-metro,0.11,Very Low Concern
09/30/2021,13295,Walker County,GA,21.5,Metro,0.64,High Concern
09/30/2021,19081,Hancock County,IA,44.2,Non-metro,0.07,Very Low Concern
09/30/2021,39019,Carroll County,OH,38.2,Metro,0.15,Very Low Concern
09/30/2021,55003,Ashland County,WI,60.6,Non-metro,0.55,Moderate Concern
09/30/2021,29097,Jasper County,MO,41.7,Metro,0.66,High Concern
09/30/2021,13161,Jeff Davis County,GA,10.2,Non-metro,0.94,Very High Concern
09/30/2021,5011,Bradley County,AR,49.3,Non-metro,0.98,Very High Concern
09/30/2021,31035,Clay County,NE,37.0,Non-metro,0.16,Very Low Concern
09/30/2021,31043,Dakota County,NE,53.5,Metro,0.86,Very High Concern
09/30/2021,1125,Tuscaloosa County,AL,37.3,Metro,0.63,High Concern
09/30/2021,38081,Sargent County,ND,52.6,Non-metro,0.02,Very Low Concern
09/30/2021,8071,Las Animas County,CO,53.2,Non-metro,0.84,Very High Concern
09/30/2021,41035,Klamath County,OR,43.4,Non-metro,0.87,Very High Concern
09/30/2021,46075,Jones County,SD,52.2,Non-metro,0.01,Very Low Concern
09/30/2021,1079,Lawrence County,AL,40.3,Metro,0.5,Moderate Concern
09/30/2021,45009,Bamberg County,SC,42.3,Non-metro,0.95,Very High Concern
09/30/2021,13257,Stephens County,GA,11.9,Non-metro,0.8,High Concern
09/30/2021,24039,Somerset County,MD,43.3,Metro,0.9,Very High Concern
09/30/2021,13287,Turner County,GA,19.9,Non-metro,0.98,Very High Concern
09/30/2021,51085,Hanover County,VA,54.3,Metro,0.02,Very Low Concern
09/30/2021,55027,Dodge County,WI,45.2,Non-metro,0.2,Low Concern
09/30/2021,46077,Kingsbury County,SD,56.4,Non-metro,0.02,Very Low Concern
09/30/2021,27065,Kanabec County,MN,35.5,Non-metro,0.28,Low Concern
09/30/2021,17123,Marshall County,IL,46.2,Metro,0.05,Very Low Concern
09/30/2021,42055,Franklin County,PA,43.2,Metro,0.34,Low Concern
09/30/2021,19125,Marion County,IA,46.6,Non-metro,0.19,Very Low Concern
09/30/2021,53057,Skagit County,WA,57.6,Metro,0.54,Moderate Concern
09/30/2021,41027,Hood River County,OR,73.2,Non-metro,0.55,Moderate Concern
09/30/2021,24025,Harford County,MD,61.6,Metro,0.09,Very Low Concern
09/30/2021,31171,Thomas County,NE,21.6,Non-metro,0.0,Very Low Concern
09/30/2021,13215,Muscogee County,GA,30.7,Metro,0.9,Very High Concern
09/30/2021,30045,Judith Basin County,MT,33.8,Non-metro,0.02,Very Low Concern
09/30/2021,27091,Martin County,MN,48.3,Non-metro,0.19,Very Low Concern
09/30/2021,37147,Pitt County,NC,44.7,Metro,0.82,Very High Concern
09/30/2021,38055,McLean County,ND,38.6,Non-metro,0.08,Very Low Concern
09/30/2021,21039,Carlisle County,KY,35.3,Non-metro,0.34,Low Concern
09/30/2021,53043,Lincoln County,WA,45.6,Non-metro,0.2,Very Low Concern
09/30/2021,49005,Cache County,UT,44.9,Metro,0.32,Low Concern
09/30/2021,29510,St. Louis city,MO,47.9,Metro,0.78,High Concern
09/30/2021,39071,Highland County,OH,32.4,Non-metro,0.69,High Concern
09/30/2021,17185,Wabash County,IL,41.9,Non-metro,0.32,Low Concern
09/30/2021,31163,Sherman County,NE,35.7,Non-metro,0.07,Very Low Concern
09/30/2021,47109,McNairy County,TN,41.2,Non-metro,0.72,High Concern
09/30/2021,42089,Monroe County,PA,53.1,Metro,0.31,Low Concern
09/30/2021,31141,Platte County,NE,39.7,Non-metro,0.3,Low Concern
09/30/2021,21029,Bullitt County,KY,42.7,Metro,0.14,Very Low Concern
09/30/2021,22067,Morehouse Parish,LA,38.4,Non-metro,0.88,Very High Concern
09/30/2021,16029,Caribou County,ID,31.0,Non-metro,0.19,Very Low Concern
09/30/2021,13101,Echols County,GA,13.7,Metro,0.66,High Concern
09/30/2021,39169,Wayne County,OH,39.4,Non-metro,0.48,Moderate Concern
09/30/2021,32013,Humboldt County,NV,35.2,Non-metro,0.59,Moderate Concern
09/30/2021,51179,Stafford County,VA,47.5,Metro,0.15,Very Low Concern
09/30/2021,17067,Hancock County,IL,39.9,Non-metro,0.12,Very Low Concern
09/30/2021,1115,St. Clair County,AL,33.3,Metro,0.37,Low Concern
09/30/2021,18167,Vigo County,IN,44.4,Metro,0.73,High Concern
09/30/2021,17151,Pope County,IL,26.4,Non-metro,0.45,Moderate Concern
09/30/2021,28139,Tippah County,MS,36.2,Non-metro,0.86,Very High Concern
09/30/2021,28047,Harrison County,MS,45.0,Metro,0.88,Very High Concern
09/30/2021,17159,Richland County,IL,39.7,Non-metro,0.41,Moderate Concern
09/30/2021,5129,Searcy County,AR,34.6,Non-metro,0.44,Moderate Concern
09/30/2021,38009,Bottineau County,ND,42.9,Non-metro,0.07,Very Low Concern
09/30/2021,12019,Clay County,FL,42.0,Metro,0.38,Low Concern
09/30/2021,6029,Kern County,CA,41.8,Metro,0.97,Very High Concern
09/30/2021,19193,Woodbury County,IA,48.4,Metro,0.7,High Concern
09/30/2021,30097,Sweet Grass County,MT,35.9,Non-metro,0.01,Very Low Concern
09/30/2021,13169,Jones County,GA,21.8,Metro,0.38,Low Concern
09/30/2021,28085,Lincoln County,MS,33.3,Non-metro,0.76,High Concern
09/30/2021,22055,Lafayette Parish,LA,43.4,Metro,0.62,High Concern
09/30/2021,39073,Hocking County,OH,40.7,Metro,0.47,Moderate Concern
09/30/2021,18027,Daviess County,IN,28.9,Non-metro,0.69,High Concern
09/30/2021,13163,Jefferson County,GA,29.2,Non-metro,0.94,Very High Concern
09/30/2021,27089,Marshall County,MN,38.2,Non-metro,0.14,Very Low Concern
09/30/2021,47031,Coffee County,TN,38.3,Non-metro,0.49,Moderate Concern
09/30/2021,17017,Cass County,IL,49.0,Non-metro,0.7,High Concern
09/30/2021,36015,Chemung County,NY,51.3,Metro,0.49,Moderate Concern
09/30/2021,22071,Orleans Parish,LA,59.5,Metro,0.74,High Concern
09/30/2021,28163,Yazoo County,MS,42.1,Metro,1.0,Very High Concern
09/30/2021,51680,Lynchburg city,VA,30.2,Metro,0.74,High Concern
09/30/2021,21141,Logan County,KY,45.3,Non-metro,0.53,Moderate Concern
09/30/2021,36109,Tompkins County,NY,70.1,Metro,0.35,Low Concern
09/30/2021,13277,Tift County,GA,19.7,Non-metro,0.88,Very High Concern
09/30/2021,51013,Arlington County,VA,66.7,Metro,0.14,Very Low Concern
09/30/2021,21101,Henderson County,KY,43.3,Metro,0.71,High Concern
09/30/2021,29227,Worth County,MO,35.7,Non-metro,0.22,Low Concern
09/30/2021,37011,Avery County,NC,46.0,Non-metro,0.64,High Concern
09/30/2021,55133,Waukesha County,WI,61.3,Metro,0.02,Very Low Concern
09/30/2021,42107,Schuylkill County,PA,54.5,Non-metro,0.45,Moderate Concern
09/30/2021,47143,Rhea County,TN,36.6,Non-metro,0.82,Very High Concern
09/30/2021,19167,Sioux County,IA,36.9,Non-metro,0.22,Low Concern
09/30/2021,20027,Clay County,KS,49.8,Non-metro,0.05,Very Low Concern
09/30/2021,56013,Fremont County,WY,50.4,Non-metro,0.56,Moderate Concern
09/30/2021,12041,Gilchrist County,FL,31.7,Metro,0.76,High Concern
09/30/2021,42017,Bucks County,PA,62.5,Metro,0.08,Very Low Concern
09/30/2021,2060,Bristol Bay Borough,AK,89.5,Non-metro,0.35,Low Concern
09/30/2021,17115,Macon County,IL,42.2,Metro,0.6,Moderate Concern
09/30/2021,2070,Dillingham Census Area,AK,41.9,Non-metro,0.87,Very High Concern
09/30/2021,21151,Madison County,KY,44.4,Non-metro,0.5,Moderate Concern
09/30/2021,51127,New Kent County,VA,46.9,Metro,0.01,Very Low Concern
09/30/2021,42023,Cameron County,PA,51.8,Non-metro,0.3,Low Concern
09/30/2021,5029,Conway County,AR,47.2,Non-metro,0.76,High Concern
09/30/2021,49003,Box Elder County,UT,38.7,Metro,0.16,Very Low Concern
09/30/2021,54109,Wyoming County,WV,35.5,Non-metro,0.64,High Concern
09/30/2021,37111,McDowell County,NC,41.2,Non-metro,0.79,High Concern
09/30/2021,50017,Orange County,VT,45.5,Non-metro,0.17,Very Low Concern
09/30/2021,17081,Jefferson County,IL,34.8,Non-metro,0.81,Very High Concern
09/30/2021,39003,Allen County,OH,37.1,Metro,0.58,Moderate Concern
09/30/2021,31031,Cherry County,NE,29.5,Non-metro,0.23,Low Concern
09/30/2021,16017,Bonner County,ID,35.8,Non-metro,0.24,Low Concern
09/30/2021,20151,Pratt County,KS,42.5,Non-metro,0.39,Low Concern
09/30/2021,26047,Emmet County,MI,64.4,Non-metro,0.14,Very Low Concern
09/30/2021,41063,Wallowa County,OR,52.3,Non-metro,0.5,Moderate Concern
09/30/2021,22109,Terrebonne Parish,LA,38.1,Metro,0.9,Very High Concern
09/30/2021,47113,Madison County,TN,47.0,Metro,0.71,High Concern
09/30/2021,45053,Jasper County,SC,31.1,Metro,0.94,Very High Concern
09/30/2021,41001,Baker County,OR,64.5,Non-metro,0.69,High Concern
09/30/2021,22065,Madison Parish,LA,36.1,Non-metro,0.97,Very High Concern
09/30/2021,4021,Pinal County,AZ,44.3,Metro,0.86,Very High Concern
09/30/2021,28071,Lafayette County,MS,48.6,Non-metro,0.51,Moderate Concern
09/30/2021,31001,Adams County,NE,36.7,Non-metro,0.36,Low Concern
09/30/2021,20037,Crawford County,KS,41.5,Non-metro,0.7,High Concern
09/30/2021,8049,Grand County,CO,55.2,Non-metro,0.1,Very Low Concern
09/30/2021,17121,Marion County,IL,36.4,Non-metro,0.74,High Concern
09/30/2021,45037,Edgefield County,SC,50.5,Metro,0.85,Very High Concern
09/30/2021,13269,Taylor County,GA,26.2,Non-metro,0.92,Very High Concern
09/30/2021,1107,Pickens County,AL,41.0,Metro,0.92,Very High Concern
09/30/2021,32019,Lyon County,NV,35.4,Non-metro,0.58,Moderate Concern
09/30/2021,20117,Marshall County,KS,55.7,Non-metro,0.13,Very Low Concern
09/30/2021,47147,Robertson County,TN,43.7,Metro,0.43,Moderate Concern
09/30/2021,19117,Lucas County,IA,40.5,Non-metro,0.28,Low Concern
09/30/2021,31071,Garfield County,NE,26.5,Non-metro,0.04,Very Low Concern
09/30/2021,51019,Bedford County,VA,40.4,Metro,0.1,Very Low Concern
09/30/2021,47003,Bedford County,TN,34.3,Non-metro,0.78,High Concern
09/30/2021,47177,Warren County,TN,34.1,Non-metro,0.83,Very High Concern
09/30/2021,13005,Bacon County,GA,11.5,Non-metro,0.94,Very High Concern
09/30/2021,1077,Lauderdale County,AL,40.1,Metro,0.45,Moderate Concern
09/30/2021,39087,Lawrence County,OH,37.7,Metro,0.56,Moderate Concern
09/30/2021,54081,Raleigh County,WV,21.2,Metro,0.77,High Concern
09/30/2021,53055,San Juan County,WA,73.2,Non-metro,0.09,Very Low Concern
09/30/2021,16015,Boise County,ID,27.3,Metro,0.07,Very Low Concern
09/30/2021,18079,Jennings County,IN,35.3,Non-metro,0.38,Low Concern
09/30/2021,13083,Dade County,GA,19.1,Metro,0.52,Moderate Concern
09/30/2021,6031,Kings County,CA,35.9,Metro,0.97,Very High Concern
09/30/2021,22079,Rapides Parish,LA,42.0,Metro,0.91,Very High Concern
09/30/2021,28137,Tate County,MS,37.0,Metro,0.87,Very High Concern
09/30/2021,56043,Washakie County,WY,34.9,Non-metro,0.37,Low Concern
09/30/2021,22121,West Baton Rouge Parish,LA,46.6,Metro,0.76,High Concern
09/30/2021,13267,Tattnall County,GA,12.7,Non-metro,0.91,Very High Concern
09/30/2021,29035,Carter County,MO,28.7,Non-metro,0.75,High Concern
09/30/2021,6041,Marin County,CA,76.9,Metro,0.27,Low Concern
09/30/2021,39159,Union County,OH,53.3,Metro,0.08,Very Low Concern
09/30/2021,45013,Beaufort County,SC,55.5,Metro,0.4,Moderate Concern
09/30/2021,2198,Prince of Wales-Hyder Census Area,AK,47.5,Non-metro,0.77,High Concern
09/30/2021,39075,Holmes County,OH,16.0,Non-metro,0.44,Moderate Concern
09/30/2021,53011,Clark County,WA,55.4,Metro,0.29,Low Concern
09/30/2021,40103,Noble County,OK,53.4,Non-metro,0.34,Low Concern
09/30/2021,54009,Brooke County,WV,21.4,Metro,0.33,Low Concern
09/30/2021,54063,Monroe County,WV,29.2,Non-metro,0.47,Moderate Concern
09/30/2021,31039,Cuming County,NE,46.0,Non-metro,0.19,Very Low Concern
09/30/2021,25019,Nantucket County,MA,1.3,Non-metro,0.03,Very Low Concern
09/30/2021,37185,Warren County,NC,32.7,Non-metro,0.89,Very High Concern
09/30/2021,51071,Giles County,VA,40.5,Metro,0.27,Low Concern
09/30/2021,55069,Lincoln County,WI,48.9,Non-metro,0.1,Very Low Concern
09/30/2021,18051,Gibson County,IN,41.6,Non-metro,0.32,Low Concern
09/30/2021,28099,Neshoba County,MS,33.7,Non-metro,0.97,Very High Concern
09/30/2021,36113,Warren County,NY,68.8,Metro,0.17,Very Low Concern
09/30/2021,21203,Rockcastle County,KY,32.2,Non-metro,0.79,High Concern
09/30/2021,20129,Morton County,KS,33.4,Non-metro,0.41,Moderate Concern
09/30/2021,17055,Franklin County,IL,35.4,Non-metro,0.61,High Concern
09/30/2021,54003,Berkeley County,WV,30.1,Metro,0.44,Moderate Concern
09/30/2021,46035,Davison County,SD,41.1,Non-metro,0.23,Low Concern
09/30/2021,46027,Clay County,SD,55.5,Non-metro,0.25,Low Concern
09/30/2021,29215,Texas County,MO,28.7,Non-metro,0.83,Very High Concern
09/30/2021,36097,Schuyler County,NY,55.7,Non-metro,0.37,Low Concern
09/30/2021,56037,Sweetwater County,WY,36.5,Non-metro,0.37,Low Concern
09/30/2021,5071,Johnson County,AR,41.7,Non-metro,0.88,Very High Concern
09/30/2021,20141,Osborne County,KS,37.4,Non-metro,0.07,Very Low Concern
09/30/2021,21231,Wayne County,KY,34.5,Non-metro,0.75,High Concern
09/30/2021,37175,Transylvania County,NC,48.0,Non-metro,0.4,Low Concern
09/30/2021,19073,Greene County,IA,51.5,Non-metro,0.2,Very Low Concern
09/30/2021,8037,Eagle County,CO,70.5,Non-metro,0.14,Very Low Concern
09/30/2021,38001,Adams County,ND,42.5,Non-metro,0.03,Very Low Concern
09/30/2021,38039,Griggs County,ND,42.5,Non-metro,0.07,Very Low Concern
09/30/2021,27125,Red Lake County,MN,46.6,Non-metro,0.15,Very Low Concern
09/30/2021,22083,Richland Parish,LA,37.4,Non-metro,0.86,Very High Concern
09/30/2021,13205,Mitchell County,GA,19.0,Non-metro,0.99,Very High Concern
09/30/2021,55035,Eau Claire County,WI,54.6,Metro,0.22,Low Concern
09/30/2021,20043,Doniphan County,KS,41.7,Metro,0.23,Low Concern
09/30/2021,36069,Ontario County,NY,60.6,Metro,0.23,Low Concern
09/30/2021,54105,Wirt County,WV,5.8,Metro,0.37,Low Concern
09/30/2021,47015,Cannon County,TN,26.6,Metro,0.37,Low Concern
09/30/2021,20055,Finney County,KS,35.5,Non-metro,0.82,Very High Concern
09/30/2021,56015,Goshen County,WY,33.3,Non-metro,0.33,Low Concern
09/30/2021,18117,Orange County,IN,49.4,Non-metro,0.65,High Concern
09/30/2021,19009,Audubon County,IA,53.0,Non-metro,0.02,Very Low Concern
09/30/2021,37009,Ashe County,NC,44.1,Non-metro,0.5,Moderate Concern
09/30/2021,2185,North Slope Borough,AK,32.4,Non-metro,0.73,High Concern
09/30/2021,1019,Cherokee County,AL,27.1,Non-metro,0.45,Moderate Concern
09/30/2021,46029,Codington County,SD,39.0,Non-metro,0.24,Low Concern
09/30/2021,6087,Santa Cruz County,CA,68.2,Metro,0.54,Moderate Concern
09/30/2021,49019,Grand County,UT,57.0,Non-metro,0.52,Moderate Concern
09/30/2021,21199,Pulaski County,KY,41.9,Non-metro,0.74,High Concern
09/30/2021,2130,Ketchikan Gateway Borough,AK,56.5,Non-metro,0.55,Moderate Concern
09/30/2021,55107,Rusk County,WI,35.7,Non-metro,0.35,Low Concern
09/30/2021,27129,Renville County,MN,46.6,Non-metro,0.2,Very Low Concern
09/30/2021,30085,Roosevelt County,MT,50.1,Non-metro,0.89,Very High Concern
09/30/2021,20065,Graham County,KS,65.9,Non-metro,0.13,Very Low Concern
09/30/2021,12095,Orange County,FL,58.9,Metro,0.67,High Concern
09/30/2021,29201,Scott County,MO,38.3,Non-metro,0.78,High Concern
